episode_id,overpass_utc,platform,sensor_type,collection,n_scenes,aoi_coverage,cloud_pct,hours_from_begin,hours_after_end,during_episode,window_label,scene_ids
172639_0,2022-07-06T15:35:00Z,Landsat,optical,landsat-c2-l2,1,1.0,69.0,-44.42,-213.42,False,pre,LE07_L2SP_028030_20220706_02_T1
172639_0,2022-07-06T17:05:27Z,Landsat,optical,landsat-c2-l2,1,1.0,61.7,-42.91,-211.91,False,pre,LC09_L2SP_028030_20220706_02_T1
172639_0,2022-07-06T17:31:48Z,Sentinel-2,optical,sentinel-2-l2a,2,0.0002,90.6,-42.47,-211.47,False,pre,S2A_15TUJ_20220706_0_L2A;S2A_14TQP_20220706_0_L2A
172639_0,2022-07-07T16:59:39Z,Landsat,optical,landsat-c2-l2,1,0.6094,74.5,-19.01,-188.01,False,pre,LC08_L2SP_027030_20220707_02_T1
172639_0,2022-07-08T17:21:52Z,Sentinel-2,optical,sentinel-2-l2a,4,1.0,69.0,5.36,-163.64,True,during,S2B_15TUJ_20220708_0_L2A;S2B_14TQP_20220708_0_L2A;S2B_15TUH_20220708_0_L2A;S2B_14TQN_20220708_0_L2A
172639_0,2022-07-11T17:31:40Z,Sentinel-2,optical,sentinel-2-l2a,2,0.0005,12.6,77.53,-91.47,True,during,S2B_15TUJ_20220711_0_L2A;S2B_14TQP_20220711_0_L2A
172639_0,2022-07-13T17:22:00Z,Sentinel-2,optical,sentinel-2-l2a,4,1.0,4.6,125.37,-43.63,True,during,S2A_15TUJ_20220713_0_L2A;S2A_14TQP_20220713_0_L2A;S2A_15TUH_20220713_0_L2A;S2A_14TQN_20220713_0_L2A
172639_0,2022-07-14T17:05:49Z,Landsat,optical,landsat-c2-l2,1,1.0,26.1,149.1,-19.9,True,during,LC08_L2SP_028030_20220714_02_T1
172639_0,2022-07-15T16:59:13Z,Landsat,optical,landsat-c2-l2,1,0.5667,41.1,172.99,3.99,False,post,LC09_L2SP_027030_20220715_02_T1
172639_0,2022-07-16T17:31:49Z,Sentinel-2,optical,sentinel-2-l2a,4,0.0005,98.7,197.53,28.53,False,post,S2A_15TUJ_20220716_0_L2A;S2A_14TQP_20220716_0_L2A;S2A_15TUJ_20220716_1_L2A;S2A_14TQP_20220716_1_L2A
172639_0,2022-07-17T00:22:25Z,Sentinel-1,radar,sentinel-1-grd,1,0.0408,,204.37,35.37,False,post,S1A_IW_GRDH_1SDV_20220717T002213_20220717T002238_044133_05448E
172671_0,2022-07-06T15:35:12Z,Landsat,optical,landsat-c2-l2,2,1.0,73.5,-31.08,-31.91,False,pre,LE07_L2SP_028030_20220706_02_T1;LE07_L2SP_028031_20220706_02_T1
172671_0,2022-07-06T17:05:39Z,Landsat,optical,landsat-c2-l2,2,1.0,65.3,-29.57,-30.41,False,pre,LC09_L2SP_028030_20220706_02_T1;LC09_L2SP_028031_20220706_02_T1
172671_0,2022-07-06T17:32:21Z,Sentinel-2,optical,sentinel-2-l2a,5,0.827,51.9,-29.13,-29.96,False,pre,S2A_14TQN_20220706_0_L2A;S2A_14TPN_20220706_0_L2A;S2A_14TQM_20220706_0_L2A;S2A_15TTG_20220706_0_L2A;S2A_14TPM_20220706_0_L2A
172671_0,2022-07-08T17:22:16Z,Sentinel-2,optical,sentinel-2-l2a,5,1.0,75.7,18.7,17.87,False,post,S2B_14TQN_20220708_0_L2A;S2B_14TPN_20220708_0_L2A;S2B_14TQM_20220708_0_L2A;S2B_15TTG_20220708_0_L2A;S2B_14TPM_20220708_0_L2A
172782_0,2022-07-22T17:01:46Z,Sentinel-2,optical,sentinel-2-l2a,2,0.9928,18.2,-46.35,-51.47,False,pre,S2B_15TXJ_20220722_0_L2A;S2B_15TXH_20220722_0_L2A
172782_0,2022-07-24T16:53:12Z,Landsat,optical,landsat-c2-l2,1,0.7744,9.4,1.5,-3.61,True,during,LC09_L2SP_026030_20220724_02_T1
172782_0,2022-07-25T15:16:09Z,Landsat,optical,landsat-c2-l2,1,1.0,7.0,23.89,18.77,False,post,LE07_L2SP_025030_20220725_02_T1
172782_0,2022-07-25T16:47:24Z,Landsat,optical,landsat-c2-l2,1,1.0,26.4,25.41,20.29,False,post,LC08_L2SP_025030_20220725_02_T1
172782_0,2022-07-25T17:11:43Z,Sentinel-2,optical,sentinel-2-l2a,2,1.0,46.6,25.81,20.7,False,post,S2B_15TXJ_20220725_0_L2A;S2B_15TXH_20220725_0_L2A
172782_0,2022-07-25T23:58:08Z,Sentinel-1,radar,sentinel-1-grd,2,0.9999,,32.59,27.47,False,post,S1A_IW_GRDH_1SDV_20220725T235743_20220725T235808_044264_054878;S1A_IW_GRDH_1SDV_20220725T235808_20220725T235833_044264_054878
173446_0,2022-08-18T16:47:40Z,Landsat,optical,landsat-c2-l2,1,1.0,4.5,-33.29,-37.19,False,pre,LC09_L2SP_025031_20220818_02_T1
173446_0,2022-08-18T23:57:32Z,Sentinel-1,radar,sentinel-1-grd,1,1.0,,-26.12,-30.02,False,pre,S1A_IW_GRDH_1SDV_20220818T235720_20220818T235745_044614_055350
173446_0,2022-08-19T16:42:00Z,Landsat,optical,landsat-c2-l2,2,0.5184,51.8,-9.38,-13.28,False,pre,LC08_L2SP_024031_20220819_02_T1;LC08_L2SP_024032_20220819_02_T1
173446_0,2022-08-19T17:12:19Z,Sentinel-2,optical,sentinel-2-l2a,2,0.5196,73.9,-8.88,-12.78,False,pre,S2A_15TXG_20220819_0_L2A;S2A_15TXF_20220819_0_L2A
173446_0,2022-08-21T17:02:12Z,Sentinel-2,optical,sentinel-2-l2a,2,1.0,70.3,38.95,35.05,False,post,S2B_15TXG_20220821_0_L2A;S2B_15TXF_20220821_0_L2A
173503_0,2022-08-19T17:12:27Z,Sentinel-2,optical,sentinel-2-l2a,2,1.0,46.1,-4.29,-6.79,False,pre,S2A_15TVG_20220819_0_L2A;S2A_15TVF_20220819_0_L2A
173503_0,2022-08-21T15:25:50Z,Landsat,optical,landsat-c2-l2,1,0.0156,32.0,41.93,39.43,False,post,LE07_L2SP_027031_20220821_02_T1
174446_0,2022-09-03T16:47:53Z,Landsat,optical,landsat-c2-l2,2,1.0,50.4,-8.64,-9.2,False,pre,LC09_L2SP_025031_20220903_02_T1;LC09_L2SP_025032_20220903_02_T1
174446_0,2022-09-03T17:12:15Z,Sentinel-2,optical,sentinel-2-l2a,1,0.1689,50.5,-8.23,-8.8,False,pre,S2B_15TXF_20220903_0_L2A
174446_0,2022-09-04T16:42:01Z,Landsat,optical,landsat-c2-l2,2,0.8026,97.1,15.27,14.7,False,post,LC08_L2SP_024031_20220904_02_T2;LC08_L2SP_024032_20220904_02_T2
174446_0,2022-09-05T00:05:42Z,Sentinel-1,radar,sentinel-1-grd,1,1.0,,22.66,22.1,False,post,S1A_IW_GRDH_1SDV_20220905T000529_20220905T000554_044862_055BAF
174446_0,2022-09-05T17:02:29Z,Sentinel-2,optical,sentinel-2-l2a,1,1.0,100.0,39.61,39.04,False,post,S2A_15TXF_20220905_0_L2A
177752_0,2023-02-25T16:53:17Z,Landsat,optical,landsat-c2-l2,1,1.0,2.9,-41.61,-65.61,False,pre,LC08_L2SP_026030_20230225_02_T1
177752_0,2023-02-25T17:11:50Z,Sentinel-2,optical,sentinel-2-l2a,1,1.0,0.1,-41.3,-65.3,False,pre,S2A_15TVH_20230225_0_L2A
177752_0,2023-02-28T17:21:46Z,Sentinel-2,optical,sentinel-2-l2a,1,0.9738,100.0,30.86,6.86,False,post,S2A_15TVH_20230228_0_L2A
177752_0,2023-03-01T15:01:33Z,Landsat,optical,landsat-c2-l2,1,1.0,7.0,52.53,28.53,False,post,LE07_L2SP_027030_20230301_02_T1
178186_0,2023-02-25T16:53:17Z,Landsat,optical,landsat-c2-l2,1,0.6639,2.9,-46.61,-70.86,False,pre,LC08_L2SP_026030_20230225_02_T1
178186_0,2023-02-25T17:11:44Z,Sentinel-2,optical,sentinel-2-l2a,2,1.0,16.6,-46.3,-70.55,False,pre,S2A_15TXH_20230225_0_L2A;S2A_15TWH_20230225_0_L2A
178186_0,2023-02-26T16:47:31Z,Landsat,optical,landsat-c2-l2,2,1.0,2.8,-22.71,-46.96,False,pre,LC09_L2SP_025030_20230226_02_T1;LC09_L2SP_025031_20230226_02_T1
178186_0,2023-02-26T23:57:55Z,Sentinel-1,radar,sentinel-1-grd,1,1.0,,-15.53,-39.78,False,pre,S1A_IW_GRDH_1SDV_20230226T235742_20230226T235807_047414_05B11D
178186_0,2023-02-27T17:01:51Z,Sentinel-2,optical,sentinel-2-l2a,3,0.6949,100.0,1.53,-22.72,True,during,S2B_15TXH_20230227_0_L2A;S2B_15TXH_20230227_1_L2A;S2B_15TWH_20230227_0_L2A
178844_0,2023-04-15T16:47:06Z,Landsat,optical,landsat-c2-l2,2,1.0,78.4,-35.21,-373.2,False,pre,LC09_L2SP_025030_20230415_02_T1;LC09_L2SP_025031_20230415_02_T1
178844_0,2023-04-15T23:57:56Z,Sentinel-1,radar,sentinel-1-grd,1,1.0,,-28.03,-366.02,False,pre,S1A_IW_GRDH_1SDV_20230415T235743_20230415T235808_048114_05C8C1
178844_0,2023-04-16T14:42:05Z,Landsat,optical,landsat-c2-l2,2,0.2879,100.0,-13.3,-351.28,False,pre,LE07_L2SP_024030_20230416_02_T2;LE07_L2SP_024031_20230416_02_T2
178844_0,2023-04-18T17:01:50Z,Sentinel-2,optical,sentinel-2-l2a,1,1.0,0.2,37.03,-300.95,True,during,S2B_15TXH_20230418_0_L2A
178844_0,2023-04-21T00:06:04Z,Sentinel-1,radar,sentinel-1-grd,1,0.8852,,92.1,-245.88,True,during,S1A_IW_GRDH_1SDV_20230421T000551_20230421T000616_048187_05CB2E
178844_0,2023-04-21T14:45:58Z,Landsat,optical,landsat-c2-l2,1,1.0,9.0,106.77,-231.22,True,during,LE07_L2SP_025030_20230421_02_T1
178844_0,2023-04-21T17:11:47Z,Sentinel-2,optical,sentinel-2-l2a,1,1.0,62.7,109.2,-228.79,True,during,S2B_15TXH_20230421_0_L2A
178844_0,2023-04-22T16:53:04Z,Landsat,optical,landsat-c2-l2,1,0.3113,97.5,132.88,-205.1,True,during,LC09_L2SP_026030_20230422_02_T2
178844_0,2023-04-23T17:01:48Z,Sentinel-2,optical,sentinel-2-l2a,1,1.0,100.0,157.03,-180.95,True,during,S2A_15TXH_20230423_0_L2A
178844_0,2023-04-26T14:50:00Z,Landsat,optical,landsat-c2-l2,1,0.8893,1.0,226.83,-111.15,True,during,LE07_L2SP_026030_20230426_02_T1
178844_0,2023-04-26T17:11:45Z,Sentinel-2,optical,sentinel-2-l2a,1,1.0,38.1,229.2,-108.79,True,during,S2A_15TXH_20230426_0_L2A
178844_0,2023-04-27T23:57:56Z,Sentinel-1,radar,sentinel-1-grd,1,1.0,,259.97,-78.02,True,during,S1A_IW_GRDH_1SDV_20230427T235743_20230427T235808_048289_05CE9D
178844_0,2023-04-28T17:01:50Z,Sentinel-2,optical,sentinel-2-l2a,1,1.0,58.0,277.03,-60.95,True,during,S2B_15TXH_20230428_0_L2A
178844_0,2023-04-30T16:52:43Z,Landsat,optical,landsat-c2-l2,1,0.2825,100.0,324.88,-13.1,True,during,LC08_L2SP_026030_20230430_02_T2
178844_0,2023-05-01T16:46:58Z,Landsat,optical,landsat-c2-l2,2,1.0,32.9,348.78,10.8,False,post,LC09_L2SP_025030_20230501_02_T1;LC09_L2SP_025031_20230501_02_T1
178844_0,2023-05-01T17:11:47Z,Sentinel-2,optical,sentinel-2-l2a,1,1.0,17.1,349.2,11.21,False,post,S2B_15TXH_20230501_0_L2A
178844_0,2023-05-03T00:06:05Z,Sentinel-1,radar,sentinel-1-grd,1,0.8809,,380.1,42.12,False,post,S1A_IW_GRDH_1SDV_20230503T000552_20230503T000617_048362_05D114
178844_1,2023-04-21T00:06:16Z,Sentinel-1,radar,sentinel-1-grd,2,0.8181,,-24.9,-245.88,False,pre,S1A_IW_GRDH_1SDV_20230421T000551_20230421T000616_048187_05CB2E;S1A_IW_GRDH_1SDV_20230421T000616_20230421T000641_048187_05CB2E
178844_1,2023-04-21T14:45:58Z,Landsat,optical,landsat-c2-l2,1,1.0,9.0,-10.23,-231.22,False,pre,LE07_L2SP_025030_20230421_02_T1
178844_1,2023-04-21T17:11:40Z,Sentinel-2,optical,sentinel-2-l2a,2,1.0,76.4,-7.81,-228.79,False,pre,S2B_15TXJ_20230421_0_L2A;S2B_15TXH_20230421_0_L2A
178844_1,2023-04-22T16:53:04Z,Landsat,optical,landsat-c2-l2,1,0.7008,97.5,15.88,-205.1,True,during,LC09_L2SP_026030_20230422_02_T2
178844_1,2023-04-23T17:01:41Z,Sentinel-2,optical,sentinel-2-l2a,2,0.9942,100.0,40.03,-180.96,True,during,S2A_15TXJ_20230423_0_L2A;S2A_15TXH_20230423_0_L2A
178844_1,2023-04-26T14:50:00Z,Landsat,optical,landsat-c2-l2,1,1.0,1.0,109.83,-111.15,True,during,LE07_L2SP_026030_20230426_02_T1
178844_1,2023-04-26T17:11:38Z,Sentinel-2,optical,sentinel-2-l2a,2,1.0,38.5,112.19,-108.79,True,during,S2A_15TXJ_20230426_0_L2A;S2A_15TXH_20230426_0_L2A
178844_1,2023-04-27T23:58:08Z,Sentinel-1,radar,sentinel-1-grd,2,0.9994,,142.97,-78.01,True,during,S1A_IW_GRDH_1SDV_20230427T235743_20230427T235808_048289_05CE9D;S1A_IW_GRDH_1SDV_20230427T235808_20230427T235833_048289_05CE9D
178844_1,2023-04-28T17:01:43Z,Sentinel-2,optical,sentinel-2-l2a,2,0.992,64.5,160.03,-60.95,True,during,S2B_15TXJ_20230428_0_L2A;S2B_15TXH_20230428_0_L2A
178844_1,2023-04-30T16:52:43Z,Landsat,optical,landsat-c2-l2,1,0.6674,100.0,207.88,-13.1,True,during,LC08_L2SP_026030_20230430_02_T2
178844_1,2023-05-01T16:46:46Z,Landsat,optical,landsat-c2-l2,1,1.0,51.2,231.78,10.8,False,post,LC09_L2SP_025030_20230501_02_T1
178844_1,2023-05-01T17:11:40Z,Sentinel-2,optical,sentinel-2-l2a,2,1.0,42.3,232.19,11.21,False,post,S2B_15TXJ_20230501_0_L2A;S2B_15TXH_20230501_0_L2A
178844_1,2023-05-03T00:06:17Z,Sentinel-1,radar,sentinel-1-grd,2,0.8128,,263.1,42.12,False,post,S1A_IW_GRDH_1SDV_20230503T000552_20230503T000617_048362_05D114;S1A_IW_GRDH_1SDV_20230503T000617_20230503T000642_048362_05D114
178928_0,2023-03-20T17:21:50Z,Sentinel-2,optical,sentinel-2-l2a,4,1.0,8.5,-33.64,-47.64,False,pre,S2A_14TQP_20230320_0_L2A;S2A_14TPP_20230320_0_L2A;S2A_14TQN_20230320_0_L2A;S2A_14TPN_20230320_0_L2A
178928_0,2023-03-21T00:14:30Z,Sentinel-1,radar,sentinel-1-grd,1,0.8344,,-26.76,-40.76,False,pre,S1A_IW_GRDH_1SDV_20230321T001417_20230321T001442_047735_05BBF8
178928_0,2023-03-23T17:31:46Z,Sentinel-2,optical,sentinel-2-l2a,4,1.0,83.7,38.53,24.53,False,post,S2A_14TQP_20230323_0_L2A;S2A_14TPP_20230323_0_L2A;S2A_14TQN_20230323_0_L2A;S2A_14TPN_20230323_0_L2A
178929_0,2023-03-27T17:05:25Z,Landsat,optical,landsat-c2-l2,1,1.0,7.4,-34.91,-39.91,False,pre,LC08_L2SP_028030_20230327_02_T1
178929_0,2023-03-28T15:05:30Z,Landsat,optical,landsat-c2-l2,1,1.0,1.0,-12.91,-17.91,False,pre,LE07_L2SP_028030_20230328_02_T1
178929_0,2023-03-28T16:59:23Z,Landsat,optical,landsat-c2-l2,1,0.6341,1.7,-11.01,-16.01,False,pre,LC09_L2SP_027030_20230328_02_T1
178929_0,2023-03-28T17:31:39Z,Sentinel-2,optical,sentinel-2-l2a,2,0.0004,1.4,-10.47,-15.47,False,pre,S2B_15TUJ_20230328_0_L2A;S2B_14TQP_20230328_0_L2A
178929_0,2023-03-30T17:21:46Z,Sentinel-2,optical,sentinel-2-l2a,4,1.0,100.0,37.36,32.36,False,post,S2A_15TUJ_20230330_0_L2A;S2A_14TQP_20230330_0_L2A;S2A_15TUH_20230330_0_L2A;S2A_14TQN_20230330_0_L2A
178934_0,2023-04-13T16:59:52Z,Landsat,optical,landsat-c2-l2,2,0.8503,2.1,-31.75,-31.75,False,pre,LC09_L2SP_027031_20230413_02_T1;LC09_L2SP_027032_20230413_02_T1
178934_0,2023-04-14T00:14:05Z,Sentinel-1,radar,sentinel-1-grd,1,0.9906,,-24.52,-24.52,False,pre,S1A_IW_GRDH_1SDV_20230414T001353_20230414T001418_048085_05C7C2
178934_0,2023-04-14T15:00:35Z,Landsat,optical,landsat-c2-l2,2,1.0,22.5,-9.74,-9.74,False,pre,LE07_L2SP_027031_20230414_02_T1;LE07_L2SP_027032_20230414_02_T1
178934_0,2023-04-14T17:22:17Z,Sentinel-2,optical,sentinel-2-l2a,6,1.0,66.8,-7.38,-7.38,False,pre,S2B_15TUG_20230414_0_L2A;S2B_14TQM_20230414_0_L2A;S2B_15TTG_20230414_0_L2A;S2B_15TUF_20230414_1_L2A;S2B_15TTF_20230414_1_L2A;S2B_14TQL_20230414_0_L2A
179071_0,2023-05-14T17:04:52Z,Landsat,optical,landsat-c2-l2,1,0.6796,100.0,15.08,10.33,False,post,LC08_L2SP_028030_20230514_02_T2
179071_0,2023-05-14T17:21:57Z,Sentinel-2,optical,sentinel-2-l2a,1,1.0,100.0,15.37,10.62,False,post,S2B_15TUH_20230514_0_L2A
179071_0,2023-05-15T16:59:13Z,Landsat,optical,landsat-c2-l2,2,1.0,83.5,38.99,34.24,False,post,LC09_L2SP_027030_20230515_02_T1;LC09_L2SP_027031_20230515_02_T2
179266_0,2023-04-09T17:21:55Z,Sentinel-2,optical,sentinel-2-l2a,9,1.0,91.1,-13.63,-219.63,False,pre,S2A_15TUJ_20230409_0_L2A;S2A_14TQP_20230409_0_L2A;S2A_14TPP_20230409_0_L2A;S2A_15TUH_20230409_1_L2A;S2A_14TQN_20230409_1_L2A;S2A_14TPN_20230409_1_L2A;S2A_15TUH_20230409_0_L2A;S2A_14TQN_20230409_0_L2A;S2A_14TPN_20230409_0_L2A
179266_0,2023-04-11T17:11:40Z,Landsat,optical,landsat-c2-l2,1,0.6213,0.9,34.19,-171.81,True,during,LC09_L2SP_029030_20230411_02_T1
179266_0,2023-04-12T17:05:21Z,Landsat,optical,landsat-c2-l2,2,1.0,0.1,58.09,-147.91,True,during,LC08_L2SP_028030_20230412_02_T1;LC08_L2SP_028031_20230412_02_T1
179266_0,2023-04-12T17:31:42Z,Sentinel-2,optical,sentinel-2-l2a,6,0.7928,0.2,58.53,-147.47,True,during,S2A_15TUJ_20230412_0_L2A;S2A_14TQP_20230412_0_L2A;S2A_14TPP_20230412_0_L2A;S2A_15TUH_20230412_0_L2A;S2A_14TQN_20230412_0_L2A;S2A_14TPN_20230412_0_L2A
179266_0,2023-04-13T16:59:28Z,Landsat,optical,landsat-c2-l2,2,0.198,0.0,81.99,-124.01,True,during,LC09_L2SP_027030_20230413_02_T1;LC09_L2SP_027031_20230413_02_T1
179266_0,2023-04-14T00:14:30Z,Sentinel-1,radar,sentinel-1-grd,1,0.8115,,89.24,-116.76,True,during,S1A_IW_GRDH_1SDV_20230414T001418_20230414T001443_048085_05C7C2
179266_0,2023-04-14T15:00:11Z,Landsat,optical,landsat-c2-l2,2,0.2072,13.0,104.0,-102.0,True,during,LE07_L2SP_027030_20230414_02_T1;LE07_L2SP_027031_20230414_02_T1
179266_0,2023-04-14T17:21:51Z,Sentinel-2,optical,sentinel-2-l2a,6,1.0,62.9,106.36,-99.64,True,during,S2B_15TUJ_20230414_0_L2A;S2B_14TQP_20230414_0_L2A;S2B_14TPP_20230414_0_L2A;S2B_15TUH_20230414_0_L2A;S2B_14TQN_20230414_0_L2A;S2B_14TPN_20230414_0_L2A
179266_0,2023-04-17T17:31:44Z,Sentinel-2,optical,sentinel-2-l2a,6,0.7928,0.9,178.53,-27.47,True,during,S2B_15TUJ_20230417_0_L2A;S2B_14TQP_20230417_0_L2A;S2B_14TPP_20230417_0_L2A;S2B_15TUH_20230417_0_L2A;S2B_14TQN_20230417_0_L2A;S2B_14TPN_20230417_0_L2A
179266_0,2023-04-19T00:22:25Z,Sentinel-1,radar,sentinel-1-grd,1,0.3564,,209.37,3.37,False,post,S1A_IW_GRDH_1SDV_20230419T002212_20230419T002237_048158_05CA3D
179266_0,2023-04-19T15:04:17Z,Landsat,optical,landsat-c2-l2,2,1.0,42.0,224.07,18.07,False,post,LE07_L2SP_028030_20230419_02_T1;LE07_L2SP_028031_20230419_02_T1
179266_0,2023-04-19T17:11:17Z,Landsat,optical,landsat-c2-l2,1,0.6198,91.9,226.19,20.19,False,post,LC08_L2SP_029030_20230419_02_T1
179266_0,2023-04-19T17:21:49Z,Sentinel-2,optical,sentinel-2-l2a,6,1.0,99.0,226.36,20.36,False,post,S2A_15TUJ_20230419_0_L2A;S2A_14TQP_20230419_0_L2A;S2A_14TPP_20230419_0_L2A;S2A_15TUH_20230419_0_L2A;S2A_14TQN_20230419_0_L2A;S2A_14TPN_20230419_0_L2A
179266_0,2023-04-20T17:05:39Z,Landsat,optical,landsat-c2-l2,2,1.0,50.0,250.09,44.09,False,post,LC09_L2SP_028030_20230420_02_T2;LC09_L2SP_028031_20230420_02_T2
179277_0,2023-04-09T17:21:51Z,Sentinel-2,optical,sentinel-2-l2a,4,1.0,97.9,-34.64,-110.64,False,pre,S2A_14TQP_20230409_0_L2A;S2A_14TPP_20230409_0_L2A;S2A_14TQN_20230409_1_L2A;S2A_14TPN_20230409_1_L2A
179277_0,2023-04-11T17:11:40Z,Landsat,optical,landsat-c2-l2,1,0.9685,0.9,13.19,-62.81,True,during,LC09_L2SP_029030_20230411_02_T1
179277_0,2023-04-12T17:05:09Z,Landsat,optical,landsat-c2-l2,1,1.0,0.2,37.09,-38.91,True,during,LC08_L2SP_028030_20230412_02_T1
179277_0,2023-04-12T17:31:48Z,Sentinel-2,optical,sentinel-2-l2a,4,1.0,0.2,37.53,-38.47,True,during,S2A_14TQP_20230412_0_L2A;S2A_14TPP_20230412_0_L2A;S2A_14TQN_20230412_0_L2A;S2A_14TPN_20230412_0_L2A
179277_0,2023-04-14T00:14:30Z,Sentinel-1,radar,sentinel-1-grd,1,0.8706,,68.24,-7.76,True,during,S1A_IW_GRDH_1SDV_20230414T001418_20230414T001443_048085_05C7C2
179277_0,2023-04-14T17:21:53Z,Sentinel-2,optical,sentinel-2-l2a,4,1.0,84.0,85.36,9.36,False,post,S2B_14TQP_20230414_0_L2A;S2B_14TPP_20230414_0_L2A;S2B_14TQN_20230414_0_L2A;S2B_14TPN_20230414_0_L2A
179278_0,2023-04-02T00:14:30Z,Sentinel-1,radar,sentinel-1-grd,1,1.0,,-1.76,-157.76,False,pre,S1A_IW_GRDH_1SDV_20230402T001418_20230402T001443_047910_05C1D3
179278_0,2023-04-02T15:09:44Z,Landsat,optical,landsat-c2-l2,1,0.3163,7.0,13.16,-142.84,True,during,LE07_L2SP_028030_20230402_02_T1
179278_0,2023-04-02T17:31:35Z,Sentinel-2,optical,sentinel-2-l2a,2,0.0008,72.6,15.53,-140.47,True,during,S2A_15TUJ_20230402_0_L2A;S2A_14TQP_20230402_0_L2A
179278_0,2023-04-04T17:05:33Z,Landsat,optical,landsat-c2-l2,1,1.0,100.0,63.09,-92.91,True,during,LC09_L2SP_028030_20230404_02_T2
179278_0,2023-04-04T17:21:51Z,Sentinel-2,optical,sentinel-2-l2a,4,1.0,100.0,63.36,-92.64,True,during,S2B_15TUJ_20230404_0_L2A;S2B_14TQP_20230404_0_L2A;S2B_15TUH_20230404_0_L2A;S2B_14TQN_20230404_0_L2A
179278_0,2023-04-05T16:59:06Z,Landsat,optical,landsat-c2-l2,1,0.6479,91.7,86.99,-69.01,True,during,LC08_L2SP_027030_20230405_02_T2
179278_0,2023-04-07T00:22:25Z,Sentinel-1,radar,sentinel-1-grd,1,0.0408,,118.37,-37.63,True,during,S1A_IW_GRDH_1SDV_20230407T002212_20230407T002237_047983_05C453
179278_0,2023-04-07T17:31:38Z,Sentinel-2,optical,sentinel-2-l2a,2,0.0005,0.0,135.53,-20.47,True,during,S2B_15TUJ_20230407_0_L2A;S2B_14TQP_20230407_0_L2A
179278_0,2023-04-09T17:21:48Z,Sentinel-2,optical,sentinel-2-l2a,4,1.0,93.8,183.36,27.36,False,post,S2A_15TUJ_20230409_0_L2A;S2A_14TQP_20230409_0_L2A;S2A_15TUH_20230409_1_L2A;S2A_14TQN_20230409_1_L2A
179281_0,2023-05-12T17:31:35Z,Sentinel-2,optical,sentinel-2-l2a,2,0.002,100.0,-37.47,-171.47,False,pre,S2A_15TUJ_20230512_0_L2A;S2A_14TQP_20230512_0_L2A
179281_0,2023-05-13T00:22:27Z,Sentinel-1,radar,sentinel-1-grd,1,0.0406,,-30.63,-164.63,False,pre,S1A_IW_GRDH_1SDV_20230513T002214_20230513T002239_048508_05D5BF
179281_0,2023-05-14T17:04:52Z,Landsat,optical,landsat-c2-l2,1,1.0,100.0,10.08,-123.92,True,during,LC08_L2SP_028030_20230514_02_T2
179281_0,2023-05-14T17:21:51Z,Sentinel-2,optical,sentinel-2-l2a,4,1.0,100.0,10.36,-123.64,True,during,S2B_15TUJ_20230514_0_L2A;S2B_14TQP_20230514_0_L2A;S2B_15TUH_20230514_0_L2A;S2B_14TQN_20230514_0_L2A
179281_0,2023-05-15T16:59:01Z,Landsat,optical,landsat-c2-l2,1,0.6973,67.0,33.98,-100.02,True,during,LC09_L2SP_027030_20230515_02_T1
179281_0,2023-05-17T17:31:40Z,Sentinel-2,optical,sentinel-2-l2a,4,0.0002,1.8,82.53,-51.47,True,during,S2B_15TUJ_20230517_1_L2A;S2B_15TUJ_20230517_0_L2A;S2B_14TQP_20230517_1_L2A;S2B_14TQP_20230517_0_L2A
179281_0,2023-05-19T17:21:50Z,Sentinel-2,optical,sentinel-2-l2a,4,1.0,83.2,130.36,-3.64,True,during,S2A_15TUJ_20230519_0_L2A;S2A_14TQP_20230519_0_L2A;S2A_15TUH_20230519_0_L2A;S2A_14TQN_20230519_0_L2A
179281_0,2023-05-20T00:14:32Z,Sentinel-1,radar,sentinel-1-grd,1,1.0,,137.24,3.24,False,post,S1A_IW_GRDH_1SDV_20230520T001420_20230520T001445_048610_05D8B1
179459_0,2023-05-29T17:22:02Z,Sentinel-2,optical,sentinel-2-l2a,4,1.0,38.6,-27.37,-30.63,False,pre,S2A_15TVH_20230529_0_L2A;S2A_15TUH_20230529_0_L2A;S2A_15TVG_20230529_0_L2A;S2A_15TUG_20230529_0_L2A
179459_0,2023-05-31T16:59:05Z,Landsat,optical,landsat-c2-l2,2,1.0,16.2,20.25,16.98,False,post,LC09_L2SP_027030_20230531_02_T1;LC09_L2SP_027031_20230531_02_T1
179459_0,2023-05-31T17:12:06Z,Sentinel-2,optical,sentinel-2-l2a,4,0.9637,25.5,20.47,17.2,False,post,S2B_15TVH_20230531_0_L2A;S2B_15TUH_20230531_0_L2A;S2B_15TVG_20230531_0_L2A;S2B_15TUG_20230531_0_L2A
179459_0,2023-06-01T00:14:20Z,Sentinel-1,radar,sentinel-1-grd,2,0.999,,27.51,24.24,False,post,S1A_IW_GRDH_1SDV_20230601T001355_20230601T001420_048785_05DDEF;S1A_IW_GRDH_1SDV_20230601T001420_20230601T001445_048785_05DDEF
179459_0,2023-06-01T16:52:56Z,Landsat,optical,landsat-c2-l2,1,0.004,97.1,44.15,40.88,False,post,LC08_L2SP_026031_20230601_02_T1
