episode_id,imagery_grade,has_flood_imagery,has_baseline_imagery,n_overpasses,n_flood_window,n_during_episode,n_radar_flood,n_clear_optical_flood,platforms,best_overpass_utc,best_platform,best_window_label,best_coverage,best_cloud_pct,best_hours_from_begin,baseline_overpass_utc,baseline_platform,first_overpass_utc,last_overpass_utc
205251_0,clear,True,False,3,3,0,1,1,Landsat;Sentinel-1,2025-07-09T16:47:10Z,Landsat,post,1.0,11.8,20.82,,,2025-07-09T16:47:10Z,2025-07-10T16:41:02Z
205257_0,cloudy,False,True,5,1,0,0,0,Landsat;Sentinel-1;Sentinel-2,2025-07-11T17:02:25Z,Sentinel-2,post,1.0,87.4,16.71,2025-07-09T23:57:38Z,Sentinel-1,2025-07-09T16:46:58Z,2025-07-11T17:02:25Z
205435_0,cloudy,False,True,3,0,0,0,0,Landsat;Sentinel-1;Sentinel-2,2025-07-09T23:57:25Z,Sentinel-1,pre,0.9023,,-44.86,2025-07-09T23:57:25Z,Sentinel-1,2025-07-09T23:57:25Z,2025-07-11T17:02:38Z
205451_0,clear,True,False,2,1,0,0,1,Landsat;Sentinel-2,2025-07-19T17:12:06Z,Sentinel-2,post,1.0,12.1,5.04,,,2025-07-17T16:47:18Z,2025-07-19T17:12:06Z
205453_0,radar,True,False,4,2,0,1,0,Landsat;Sentinel-1;Sentinel-2,2025-07-21T23:57:38Z,Sentinel-1,post,0.5874,,39.28,,,2025-07-18T16:41:17Z,2025-07-21T23:57:38Z
205478_0,cloudy,False,False,4,1,0,0,0,Landsat;Sentinel-2,2025-07-25T16:47:31Z,Landsat,pre,1.0,80.8,-21.47,,,2025-07-24T17:12:45Z,2025-07-26T17:02:28Z
205480_0,cloudy,False,False,4,2,2,0,0,Landsat;Sentinel-2,2025-07-25T16:47:31Z,Landsat,pre,1.0,80.8,-4.74,,,2025-07-24T17:12:29Z,2025-07-26T17:02:12Z
205482_0,clear,True,True,5,3,0,0,1,Landsat;Sentinel-1;Sentinel-2,2025-07-23T17:02:17Z,Sentinel-2,post,0.6795,1.0,9.2,2025-07-21T23:57:51Z,Sentinel-1,2025-07-21T17:02:21Z,2025-07-24T17:12:17Z
206155_0,cloudy,False,True,3,1,0,0,0,Landsat;Sentinel-2,2025-08-08T17:22:41Z,Sentinel-2,pre,1.0,1.0,-40.12,2025-08-08T17:22:41Z,Sentinel-2,2025-08-08T17:00:01Z,2025-08-11T17:22:28Z
206183_0,cloudy,False,True,1,0,0,0,0,Sentinel-2,2025-07-27T17:22:10Z,Sentinel-2,pre,1.0,6.9,-13.28,2025-07-27T17:22:10Z,Sentinel-2,2025-07-27T17:22:10Z,2025-07-27T17:22:10Z
206360_0,cloudy,False,False,1,0,0,0,0,Sentinel-1,2025-07-09T23:57:51Z,Sentinel-1,pre,0.0773,,-44.25,,,2025-07-09T23:57:51Z,2025-07-09T23:57:51Z
206403_0,radar,True,True,5,3,0,1,0,Landsat;Sentinel-1;Sentinel-2,2025-07-31T00:21:29Z,Sentinel-1,post,1.0,,19.01,2025-07-29T17:11:39Z,Landsat,2025-07-29T17:11:39Z,2025-08-01T00:14:05Z
206484_0,clear,True,True,6,1,0,0,1,Landsat;Sentinel-1;Sentinel-2,2025-08-01T17:21:52Z,Sentinel-2,post,1.0,30.4,39.36,2025-07-31T00:21:29Z,Sentinel-1,2025-07-29T17:11:39Z,2025-08-01T17:21:52Z
206490_0,cloudy,False,True,5,1,0,0,0,Landsat;Sentinel-1;Sentinel-2,2025-08-10T16:47:17Z,Landsat,pre,1.0,100.0,-7.05,2025-08-08T23:56:59Z,Sentinel-1,2025-08-08T23:56:59Z,2025-08-12T17:02:02Z
206546_0,cloudy,False,True,2,0,0,0,0,Sentinel-1;Sentinel-2,2025-07-19T17:17:25Z,Sentinel-2,pre,1.0,20.1,-15.24,2025-07-19T17:17:25Z,Sentinel-2,2025-07-19T17:17:25Z,2025-07-20T00:14:05Z
206579_0,radar,True,False,4,3,0,1,0,Landsat;Sentinel-1;Sentinel-2,2025-08-20T00:05:59Z,Sentinel-1,post,0.961,,35.18,,,2025-08-17T16:53:20Z,2025-08-20T00:05:59Z
206584_0,radar,True,False,8,4,4,2,0,Landsat;Sentinel-1;Sentinel-2,2025-08-20T00:05:59Z,Sentinel-1,during,0.933,,31.1,,,2025-08-16T17:21:56Z,2025-08-21T17:21:39Z
206824_0,cloudy,False,False,4,1,0,0,0,Landsat;Sentinel-2,2025-08-07T17:05:47Z,Landsat,pre,1.0,38.3,-39.74,,,2025-08-07T17:05:47Z,2025-08-09T17:32:11Z
206920_0,cloudy,False,True,3,1,0,0,0,Sentinel-1;Sentinel-2,2025-07-19T17:17:23Z,Sentinel-2,pre,1.0,20.2,-31.21,2025-07-19T17:17:23Z,Sentinel-2,2025-07-19T17:17:23Z,2025-07-22T17:22:12Z
207543_0,clear,True,True,6,4,0,1,2,Landsat;Sentinel-1;Sentinel-2,2025-08-08T17:00:01Z,Landsat,post,0.9135,4.9,26.25,2025-08-05T17:12:37Z,Sentinel-2,2025-08-05T17:12:37Z,2025-08-09T16:53:50Z
208321_0,radar,True,False,5,3,0,1,0,Landsat;Sentinel-1;Sentinel-2,2025-09-18T00:14:06Z,Sentinel-1,post,1.0,,23.15,,,2025-09-15T17:22:11Z,2025-09-18T16:53:50Z
