BEGIN_YEARMONTH,BEGIN_DAY,END_YEARMONTH,END_DAY,EVENT_ID,STATE,EVENT_TYPE,CZ_NAME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
200805,30,200805,31,108076,IOWA,Flood,CLAY,0,0,0,0,0.00K,0.00K,43.15,-95.15,43.15,-95.154
200805,31,200805,31,108078,IOWA,Flood,BUENA VISTA,0,0,0,0,0.00K,0.00K,42.88,-95.25,42.885,-95.25
200805,30,200805,30,108268,IOWA,Flood,DELAWARE,0,0,0,0,0.00K,0.00K,42.58,-91.5893,42.48,-91.4893
200806,26,200806,28,105718,IOWA,Flood,LUCAS,0,0,0,0,10.00K,50.00K,40.9691,-93.2575,40.9009,-93.2108
200804,25,200804,27,92810,IOWA,Flood,BUTLER,0,0,0,0,30.00K,0.00K,42.5589,-92.5583,42.5886,-92.7608
200804,25,200804,30,92809,IOWA,Flood,BLACK HAWK,0,0,0,0,30.00K,0.00K,42.6407,-92.5518,42.6103,-92.5521
200804,25,200804,27,92808,IOWA,Flood,BUTLER,0,0,0,0,15.00K,0.00K,42.8194,-92.7455,42.8465,-92.6839
200804,25,200804,26,92811,IOWA,Flood,BREMER,0,0,0,0,10.00K,0.00K,42.8239,-92.5338,42.8279,-92.4762
200804,25,200804,25,92807,IOWA,Flood,CERRO GORDO,0,0,0,0,0.00K,0.00K,43.1371,-93.0309,43.2492,-93.3618
200804,25,200804,28,92814,IOWA,Flood,MARSHALL,0,0,0,0,20.00K,0.00K,42.1086,-93.0539,42.1365,-93.0038
200806,26,200806,26,121689,IOWA,Flash Flood,FREMONT,0,0,0,0,0.00K,0.00K,40.6,-95.65,40.6172,-95.6526
200806,8,200806,9,97255,IOWA,Flood,MONTGOMERY,0,0,0,0,0.00K,0.00K,41.1554,-95.1842,41.1538,-95.1509
200806,1,200806,2,101464,IOWA,Flood,FREMONT,0,0,0,0,0.00K,0.00K,40.8945,-95.78,40.9052,-95.8502
200806,1,200806,2,101453,IOWA,Flood,MILLS,0,0,0,0,0.00K,0.00K,41.0514,-95.8907,41.0607,-95.8516
200806,8,200806,8,97240,IOWA,Flash Flood,PAGE,0,0,0,0,0.00K,0.00K,40.87,-94.99,40.8737,-94.9794
200806,8,200806,9,97247,IOWA,Flood,PAGE,0,0,0,0,0.00K,0.00K,40.852,-95.0105,40.8143,-94.9861
200804,25,200804,29,92813,IOWA,Flood,BLACK HAWK,0,0,0,0,200.00K,0.00K,42.5485,-92.5152,42.5672,-92.4651
200806,8,200806,9,97261,IOWA,Flood,POTTAWATTAMIE,0,0,0,0,0.00K,0.00K,41.4829,-95.36,41.478,-95.3119
200803,14,200803,14,86491,IOWA,Flood,CERRO GORDO,0,0,0,0,25.00K,0.00K,43.1371,-93.0309,43.2492,-93.3618
200803,15,200803,18,86492,IOWA,Flood,BLACK HAWK,0,0,0,0,50.00K,0.00K,42.6407,-92.5518,42.6103,-92.5521
200803,14,200803,16,86493,IOWA,Flood,BUTLER,0,0,0,0,50.00K,0.00K,42.5589,-92.5583,42.5886,-92.7608
200803,12,200803,17,86496,IOWA,Flood,MAHASKA,0,0,0,0,50.00K,0.00K,41.4888,-92.8635,41.319,-92.417
200807,6,200807,6,123361,IOWA,Flash Flood,CHEROKEE,0,0,0,0,0.00K,0.00K,42.73,-95.57,42.73,-95.53
200807,6,200807,6,123363,IOWA,Flash Flood,WOODBURY,0,0,0,0,0.00K,0.00K,42.48,-96.41,42.48,-96.37
200807,6,200807,6,123365,IOWA,Flash Flood,BUENA VISTA,0,0,0,0,0.00K,0.00K,42.55,-95.22,42.55,-95.18
200806,5,200806,6,120305,IOWA,Flood,SIOUX,0,0,0,0,0.00K,0.00K,43.1447,-96.47,42.9089,-96.5365
200806,6,200806,16,120312,IOWA,Flood,PLYMOUTH,0,0,0,0,0.00K,0.00K,42.9313,-96.55,42.7091,-96.6557
200806,5,200806,8,120337,IOWA,Flood,LYON,0,0,0,0,0.00K,0.00K,43.4969,-96.2182,43.2399,-96.2528
200806,1,200806,15,120362,IOWA,Flood,CHEROKEE,0,0,0,0,0.00K,0.00K,42.9254,-95.3475,42.9109,-95.4741
200806,1,200806,15,120664,IOWA,Flood,O'BRIEN,0,0,0,0,0.00K,0.00K,42.97,-95.3813,42.9121,-95.5
200807,6,200807,6,100171,IOWA,Flash Flood,APPANOOSE,0,0,0,0,25.00K,25.00K,40.68,-93.0373,40.6093,-93.0669
200806,14,200806,14,117094,IOWA,Flash Flood,LOUISA,0,0,0,1,0.00K,0.00K,41.1055,-91.0678,41.0898,-91.0636
200806,11,200806,11,118267,IOWA,Flash Flood,BUENA VISTA,0,0,0,0,0.00K,0.00K,42.62,-95.23,42.62,-95.17
200808,1,200808,1,125253,IOWA,Flood,LUCAS,0,0,0,0,0.00K,25.00K,40.9691,-93.2575,40.9009,-93.2108
200806,11,200806,11,118263,IOWA,Flash Flood,CHEROKEE,0,0,0,0,0.00K,0.00K,42.78,-95.64,42.78,-95.62
200808,1,200808,8,125254,IOWA,Flood,WAPELLO,0,0,0,0,0.00K,25.00K,41.1254,-92.6374,40.9011,-92.2869
200808,28,200808,28,132740,IOWA,Flash Flood,DES MOINES,0,0,0,0,0.00K,0.00K,40.8247,-91.142,40.8224,-91.142
200812,27,200812,28,140010,IOWA,Flood,MARION,0,0,0,0,5.00K,0.00K,41.2112,-92.9318,41.2685,-92.8932
200812,27,200812,29,140011,IOWA,Flood,POLK,0,0,0,0,75.00K,0.00K,41.5586,-93.6751,41.5731,-93.6085
200812,29,200812,30,140012,IOWA,Flood,POLK,0,0,0,0,5.00K,0.00K,41.5586,-93.6751,41.5731,-93.6085
200812,27,200812,29,140013,IOWA,Flood,POLK,0,0,0,0,5.00K,0.00K,41.5658,-93.6716,41.5742,-93.6953
200812,26,200812,31,140008,IOWA,Flood,LUCAS,0,0,0,0,5.00K,0.00K,40.9691,-93.2575,40.9009,-93.2108
200812,27,200812,27,139070,IOWA,Flash Flood,POLK,0,0,0,0,50.00K,0.00K,41.5565,-93.6756,41.566,-93.6457
200812,27,200812,27,140009,IOWA,Flood,DECATUR,0,0,0,0,5.00K,0.00K,40.8341,-93.953,40.5842,-93.7511
200806,1,200806,30,117261,IOWA,Flood,BENTON,0,0,0,0,10.00M,0.00K,42.2865,-92.0792,42.1889,-91.8718
200806,1,200806,30,117263,IOWA,Flood,BUCHANAN,0,0,0,0,3.10M,0.00K,42.5303,-92.0393,42.549,-91.9583
200806,1,200806,30,117264,IOWA,Flood,CEDAR,0,0,0,0,3.50M,0.00K,41.7995,-91.3431,41.8123,-91.2882
200806,1,200806,30,117295,IOWA,Flood,SCOTT,0,0,0,0,4.40M,0.00K,41.7283,-90.3502,41.4746,-90.7484
200806,1,200806,30,117298,IOWA,Flood,VAN BUREN,0,0,0,0,540.00K,0.00K,40.8559,-92.1629,40.8845,-92.1066
200806,1,200806,30,117301,IOWA,Flood,WASHINGTON,0,0,0,0,198.00K,0.00K,41.488,-91.8931,41.5081,-91.8938
200806,1,200806,30,117265,IOWA,Flood,CLINTON,0,0,0,0,646.00K,0.00K,41.8977,-90.8851,41.7713,-90.2678
200806,1,200806,30,117267,IOWA,Flood,DELAWARE,0,0,0,0,4.20M,0.00K,42.6426,-91.6006,42.6542,-91.5518
200806,1,200806,30,117268,IOWA,Flood,DES MOINES,0,0,0,0,3.80M,0.00K,41.0747,-90.9847,41.1042,-90.9256
200806,1,200806,30,117269,IOWA,Flood,DUBUQUE,0,0,0,0,6.40M,0.00K,42.6471,-90.8597,42.3849,-90.5576
200806,1,200806,30,117271,IOWA,Flood,HENRY,0,0,0,0,535.00K,0.00K,40.9856,-91.7005,41.0079,-91.6658
200806,1,200806,30,117272,IOWA,Flood,IOWA,0,0,0,0,747.00K,0.00K,41.8609,-92.2858,41.8823,-92.2817
200806,1,200806,30,117274,IOWA,Flood,JACKSON,0,0,0,0,599.00K,0.00K,42.1698,-90.9009,42.199,-90.3447
200806,1,200806,30,117276,IOWA,Flood,JEFFERSON,0,0,0,0,0.00K,0.00K,41.1606,-91.7413,41.1621,-91.7043
200806,1,200806,30,117278,IOWA,Flood,JOHNSON,0,0,0,0,230.00M,0.00K,41.802,-91.8553,41.5661,-91.626
200806,1,200806,30,117281,IOWA,Flood,JONES,0,0,0,0,5.00M,0.00K,42.1049,-91.353,42.1308,-91.3493
200806,1,200806,30,117283,IOWA,Flood,KEOKUK,0,0,0,0,570.00K,0.00K,41.3217,-92.3573,41.3356,-92.3415
200806,1,200806,30,117285,IOWA,Flood,LEE,0,0,0,0,4.50M,0.00K,40.69,-91.144,40.3968,-91.3431
200806,1,200806,30,117287,IOWA,Flood,LINN,0,0,0,0,750.00M,0.00K,42.1619,-91.8279,42.1827,-91.7894
200806,1,200806,30,117292,IOWA,Flood,LOUISA,0,0,0,0,19.00M,0.00K,41.4108,-91.501,41.4206,-91.4529
200806,1,200806,30,117293,IOWA,Flood,MUSCATINE,0,0,0,0,9.10M,0.00K,41.4618,-90.7814,41.3376,-91.0465
200803,14,200803,14,75372,IOWA,Flash Flood,MARSHALL,0,0,0,0,15.00K,0.00K,42.0896,-93.0096,42.102,-92.9897
200803,14,200803,14,75373,IOWA,Flash Flood,BOONE,0,0,0,0,25.00K,0.00K,42.1644,-93.9977,42.1909,-93.9482
200803,2,200803,3,73494,IOWA,Flood,GRUNDY,0,0,0,0,25.00K,0.00K,42.4442,-92.8276,42.4072,-92.829
200803,2,200803,2,73497,IOWA,Flash Flood,STORY,0,0,0,0,20.00K,0.00K,42.0055,-93.32,42.0049,-93.2959
200803,2,200803,3,73491,IOWA,Flood,WARREN,0,0,0,0,30.00K,0.00K,41.37,-93.47,41.3745,-93.4531
200803,2,200803,3,73492,IOWA,Flood,WARREN,0,0,0,0,30.00K,0.00K,41.3315,-93.5046,41.3273,-93.4792
200804,18,200804,19,81844,IOWA,Flood,MAHASKA,0,0,0,0,10.00K,0.00K,41.2472,-92.6563,41.2474,-92.7038
200804,18,200804,19,81854,IOWA,Flood,BLACK HAWK,0,0,0,0,10.00K,0.00K,42.5988,-92.2401,42.5987,-92.2191
200804,18,200804,19,81848,IOWA,Flood,TAMA,0,0,0,0,10.00K,0.00K,42.1904,-92.3806,42.1722,-92.3797
200803,2,200803,2,73479,IOWA,Flash Flood,MARSHALL,0,0,0,0,25.00K,0.00K,42.02,-93.22,42.0284,-93.1716
200803,2,200803,2,73481,IOWA,Flash Flood,WAPELLO,0,0,0,0,100.00K,0.00K,41.0752,-92.5873,40.998,-92.4149
200803,2,200803,2,73478,IOWA,Flash Flood,MARSHALL,0,0,0,0,25.00K,0.00K,42.02,-93.22,41.9569,-93.2087
200803,2,200803,3,73487,IOWA,Flood,BUTLER,0,0,0,0,10.00K,0.00K,42.69,-92.97,42.6746,-92.9715
200803,2,200803,3,73490,IOWA,Flood,HAMILTON,0,0,0,0,50.00K,0.00K,42.3707,-93.4731,42.2128,-93.4844
200803,2,200803,2,73483,IOWA,Flash Flood,WAPELLO,0,0,0,0,100.00K,0.00K,41.0586,-92.5378,41.0856,-92.4966
200803,2,200803,3,73484,IOWA,Flood,HARDIN,0,0,0,0,20.00K,0.00K,42.5149,-93.3845,42.5253,-93.2973
200803,3,200803,3,73507,IOWA,Flood,WAPELLO,0,0,0,0,100.00K,0.00K,41.15,-92.64,40.9096,-92.6367
200803,3,200803,4,73642,IOWA,Flood,MARION,0,0,0,0,100.00K,0.00K,41.51,-93.32,41.17,-93.32
200803,2,200803,3,86480,IOWA,Flood,WAYNE,0,0,0,0,50.00K,0.00K,40.8436,-93.1129,40.769,-93.1038
200804,25,200804,25,83797,IOWA,Flash Flood,BLACK HAWK,0,0,0,0,20.00K,0.00K,42.52,-92.45,42.5235,-92.448
200804,25,200804,25,83800,IOWA,Flash Flood,GRUNDY,0,0,0,0,10.00K,0.00K,42.32,-92.62,42.3285,-92.6199
200804,25,200804,25,83804,IOWA,Flash Flood,FRANKLIN,0,0,0,0,10.00K,0.00K,42.7799,-93.2324,42.7805,-93.2619
200804,25,200804,25,83806,IOWA,Flash Flood,BLACK HAWK,0,0,0,0,10.00K,0.00K,42.52,-92.49,42.5297,-92.5351
200804,25,200804,25,83808,IOWA,Flash Flood,GRUNDY,0,0,0,0,10.00K,0.00K,42.46,-92.97,42.4469,-92.9629
200804,25,200804,25,83881,IOWA,Flood,TAMA,0,0,0,0,10.00K,0.00K,42.19,-92.66,42.1744,-92.6522
200803,2,200803,3,86482,IOWA,Flood,WARREN,0,0,0,0,50.00K,0.00K,41.4853,-93.3827,41.4191,-93.5425
200805,6,200805,6,86281,IOWA,Flash Flood,BOONE,0,0,0,0,25.00K,0.00K,41.8834,-93.724,41.8691,-94.1619
200804,25,200804,25,83891,IOWA,Flood,HUMBOLDT,0,0,0,0,100.00K,0.00K,42.66,-94.45,42.886,-94.4591
200804,25,200804,26,83920,IOWA,Flood,BLACK HAWK,0,0,0,0,20.00K,0.00K,42.52,-92.51,42.4052,-92.4397
200804,25,200804,26,83926,IOWA,Flood,BLACK HAWK,0,0,0,0,250.00K,0.00K,42.3771,-92.4915,42.3885,-92.4225
200804,25,200804,26,83936,IOWA,Flood,BLACK HAWK,0,0,0,0,25.00K,0.00K,42.5626,-92.1495,42.5632,-92.1668
200804,25,200804,26,83946,IOWA,Flood,GRUNDY,0,0,0,0,150.00K,0.00K,42.5549,-93.0236,42.2117,-92.9984
200804,25,200804,26,83952,IOWA,Flood,HARDIN,0,0,0,0,150.00K,0.00K,42.55,-93.03,42.5559,-93.4969
200804,25,200804,26,83955,IOWA,Flood,FRANKLIN,0,0,0,0,100.00K,0.00K,42.9,-93.03,42.9068,-93.4959
200804,25,200804,26,83961,IOWA,Flood,WRIGHT,0,0,0,0,100.00K,0.00K,42.9,-93.97,42.5686,-93.9602
200804,25,200804,26,83962,IOWA,Flood,BREMER,0,0,0,0,200.00K,0.00K,42.9161,-92.549,42.9048,-92.0902
200805,7,200805,7,86287,IOWA,Flood,HARDIN,0,0,0,0,25.00K,0.00K,42.51,-93.36,42.5207,-93.3589
200803,3,200803,5,86483,IOWA,Flood,WARREN,0,0,0,0,50.00K,0.00K,41.4286,-93.79,41.4103,-93.7903
200803,2,200803,3,86481,IOWA,Flood,WARREN,0,0,0,0,50.00K,0.00K,41.3199,-93.4869,41.3791,-93.3723
200804,25,200804,25,83796,IOWA,Flash Flood,TAMA,0,0,0,0,10.00K,0.00K,42.19,-92.73,42.2091,-92.7215
200803,3,200803,6,86484,IOWA,Flood,MAHASKA,0,0,0,0,50.00K,0.00K,41.4888,-92.8635,41.319,-92.417
200805,26,200805,31,94249,IOWA,Flood,BLACK HAWK,0,0,0,0,25.00K,20.00K,42.5485,-92.5152,42.5672,-92.4651
200805,27,200805,31,94260,IOWA,Flood,BLACK HAWK,0,0,0,0,10.00K,20.00K,42.6407,-92.5518,42.6103,-92.5521
200806,3,200806,3,92161,IOWA,Flash Flood,APPANOOSE,0,0,0,0,50.00K,0.00K,40.7795,-92.8855,40.7861,-92.7912
200806,1,200806,1,92173,IOWA,Flood,TAMA,0,0,0,0,50.00K,0.00K,41.9319,-92.4541,41.8979,-92.3701
200804,25,200804,25,96157,IOWA,Flash Flood,LINN,0,0,0,0,0.00K,0.00K,41.97,-91.67,41.9691,-91.6328
200804,25,200804,25,96162,IOWA,Flash Flood,IOWA,0,0,0,0,0.00K,0.00K,41.77,-92.08,41.7714,-92.0541
200804,25,200804,25,96167,IOWA,Flash Flood,DUBUQUE,0,0,0,0,0.00K,0.00K,42.509,-91.12,42.48,-91.1593
200804,25,200804,25,96173,IOWA,Flash Flood,DUBUQUE,0,0,0,0,0.00K,0.00K,42.5,-90.69,42.5074,-90.7
200805,30,200805,31,94281,IOWA,Flood,CERRO GORDO,0,0,0,0,0.00K,0.00K,43.1371,-93.0309,43.2492,-93.3618
200805,30,200805,31,94283,IOWA,Flood,MAHASKA,0,0,0,0,10.00K,50.00K,41.4888,-92.8635,41.319,-92.417
200805,24,200805,25,94247,IOWA,Flood,WAYNE,0,0,0,0,0.00K,20.00K,40.8436,-93.1129,40.769,-93.1038
200805,31,200805,31,94282,IOWA,Flood,JASPER,0,0,0,0,10.00K,50.00K,41.7305,-93.3475,41.6769,-93.1087
200806,3,200806,3,92163,IOWA,Flash Flood,BOONE,0,0,0,0,25.00K,0.00K,42.0432,-93.9208,42.0934,-93.8916
200805,30,200805,30,94266,IOWA,Flood,STORY,0,0,0,0,50.00K,5.00K,42.0429,-93.6451,42.0314,-93.6575
200805,30,200805,31,94270,IOWA,Flood,STORY,0,0,0,0,15.00K,25.00K,42.0665,-93.6109,42.067,-93.6304
200804,25,200804,25,96129,IOWA,Flash Flood,DELAWARE,0,0,0,0,0.00K,0.00K,42.49,-91.46,42.4712,-91.4619
200804,25,200804,25,96134,IOWA,Flash Flood,BUCHANAN,0,0,0,0,0.00K,0.00K,42.64,-91.81,42.6588,-91.808
200806,3,200806,3,92162,IOWA,Flash Flood,MARION,0,0,0,0,50.00K,0.00K,41.1732,-92.9138,41.2138,-93.2437
200805,11,200805,11,94244,IOWA,Flood,LUCAS,0,0,0,0,0.00K,0.00K,40.9691,-93.2575,40.9009,-93.2108
200805,11,200805,11,94245,IOWA,Flood,WAPELLO,0,0,0,0,0.00K,0.00K,41.1254,-92.6374,40.9011,-92.2869
200805,24,200805,25,94246,IOWA,Flood,LUCAS,0,0,0,0,0.00K,20.00K,40.9691,-93.2575,40.9009,-93.2108
200805,30,200805,31,94284,IOWA,Flood,LUCAS,0,0,0,0,0.00K,10.00K,40.9691,-93.2575,40.9009,-93.2108
200806,3,200806,3,92171,IOWA,Flash Flood,MARION,0,0,0,0,50.00K,0.00K,41.3119,-93.0899,41.3285,-93.087
200805,31,200805,31,94285,IOWA,Flood,WEBSTER,0,0,0,0,0.00K,20.00K,42.3199,-93.9336,42.0737,-93.9072
200805,30,200805,31,94286,IOWA,Flood,POLK,0,0,0,0,15.00K,0.00K,41.5586,-93.6751,41.5731,-93.6085
200805,30,200805,31,94280,IOWA,Flood,STORY,0,0,0,0,15.00K,50.00K,42.0114,-93.5866,41.7307,-93.3487
200806,3,200806,3,92164,IOWA,Flash Flood,POLK,0,0,0,0,25.00K,0.00K,41.6317,-93.7014,41.6332,-93.6382
200806,3,200806,3,92167,IOWA,Flash Flood,BOONE,0,0,0,0,50.00K,0.00K,41.9554,-93.8287,41.8941,-93.8384
200806,3,200806,3,92169,IOWA,Flash Flood,JASPER,0,0,0,0,50.00K,0.00K,41.6688,-93.2369,41.6874,-93.2386
200805,30,200805,31,94287,IOWA,Flood,POLK,0,0,0,0,15.00K,0.00K,41.5658,-93.6716,41.5742,-93.6953
200805,31,200805,31,94288,IOWA,Flood,POLK,0,0,0,0,15.00K,0.00K,41.8498,-93.9994,41.7549,-93.7758
200805,30,200805,31,94289,IOWA,Flood,MARSHALL,0,0,0,0,5.00K,25.00K,42.1086,-93.0539,42.1365,-93.0038
200806,3,200806,3,92165,IOWA,Flash Flood,STORY,0,0,0,0,25.00K,0.00K,41.9186,-93.6365,41.9631,-93.608
200805,30,200805,31,94291,IOWA,Flood,DALLAS,0,0,0,0,10.00K,25.00K,41.84,-94.2694,41.637,-94.0842
200806,3,200806,3,92170,IOWA,Flash Flood,MAHASKA,0,0,0,0,25.00K,0.00K,41.2861,-92.6683,41.2978,-92.6664
200806,3,200806,3,92166,IOWA,Flash Flood,POLK,0,0,0,0,25.00K,0.00K,41.5905,-93.61,41.5753,-93.6015
200806,3,200806,3,92168,IOWA,Flash Flood,STORY,0,0,0,0,25.00K,0.00K,41.95,-93.65,41.9779,-93.6736
200804,18,200804,19,81847,IOWA,Flood,BLACK HAWK,0,0,0,0,25.00K,0.00K,42.4088,-92.2721,42.4093,-92.338
200804,18,200804,19,81849,IOWA,Flood,WAPELLO,0,0,0,0,5.00K,0.00K,41.0628,-92.5653,41.0866,-92.5698
200804,18,200804,19,81850,IOWA,Flood,BLACK HAWK,0,0,0,0,10.00K,0.00K,42.3271,-92.3382,42.3475,-92.3384
200804,18,200804,19,81851,IOWA,Flood,BLACK HAWK,0,0,0,0,10.00K,0.00K,42.4599,-92.3966,42.4631,-92.4356
200804,18,200804,19,81853,IOWA,Flood,BLACK HAWK,0,0,0,0,10.00K,0.00K,42.5765,-92.5531,42.5776,-92.5104
200804,25,200804,25,83882,IOWA,Flood,TAMA,0,0,0,0,10.00K,0.00K,42.18,-92.6,42.1806,-92.5841
200804,25,200804,25,83883,IOWA,Flood,TAMA,0,0,0,0,25.00K,0.00K,42.1835,-92.7002,42.1817,-92.6883
200804,25,200804,26,83922,IOWA,Flood,BUTLER,0,0,0,0,10.00K,0.00K,42.57,-92.82,42.5805,-92.8211
200804,25,200804,26,83923,IOWA,Flood,BLACK HAWK,0,0,0,0,20.00K,0.00K,42.42,-92.45,42.4171,-92.4785
200803,8,200803,8,86490,IOWA,Flood,KOSSUTH,0,0,0,0,25.00K,0.00K,43.2241,-94.1398,42.909,-94.1616
200804,24,200804,25,83795,IOWA,Flash Flood,BREMER,0,0,0,0,100.00K,0.00K,42.73,-92.47,42.7414,-92.4706
200804,25,200804,25,83799,IOWA,Flash Flood,BREMER,0,0,0,0,100.00K,0.00K,42.67,-92.33,42.6701,-92.3229
200804,25,200804,25,83801,IOWA,Flash Flood,BUTLER,0,0,0,0,10.00K,0.00K,42.72,-92.8,42.742,-92.8024
200804,25,200804,25,83803,IOWA,Flash Flood,HARDIN,0,0,0,0,25.00K,0.00K,42.42,-93.32,42.4382,-93.3285
200803,3,200803,3,86479,IOWA,Flood,LUCAS,0,0,0,0,50.00K,0.00K,40.5973,-92.6614,40.8445,-92.8575
200803,2,200803,7,86478,IOWA,Flood,LUCAS,0,0,0,0,50.00K,0.00K,40.9691,-93.2575,40.9009,-93.2108
200803,15,200803,17,86494,IOWA,Flood,BLACK HAWK,0,0,0,0,50.00K,0.00K,42.5485,-92.5152,42.5672,-92.4651
200803,14,200803,16,86495,IOWA,Flood,MARSHALL,0,0,0,0,20.00K,0.00K,42.1086,-93.0539,42.1365,-93.0038
200803,12,200803,14,86497,IOWA,Flood,WEBSTER,0,0,0,0,50.00K,0.00K,42.5208,-94.2222,42.3504,-94.0969
200803,2,200803,3,86488,IOWA,Flood,POLK,0,0,0,0,50.00K,0.00K,41.5586,-93.6751,41.5731,-93.6085
200803,15,200803,16,86498,IOWA,Flood,HAMILTON,0,0,0,0,0.00K,0.00K,42.3199,-93.9336,42.0725,-93.9837
200803,2,200803,3,86485,IOWA,Flood,DALLAS,0,0,0,0,30.00K,0.00K,41.5501,-93.9584,41.5335,-93.8916
200804,18,200804,19,81852,IOWA,Flood,BLACK HAWK,0,0,0,0,10.00K,0.00K,42.4877,-92.4177,42.4945,-92.3782
200803,2,200803,3,86486,IOWA,Flood,DALLAS,0,0,0,0,50.00K,0.00K,41.5658,-93.6716,41.5742,-93.6953
200804,18,200804,21,92805,IOWA,Flood,MAHASKA,0,0,0,0,10.00K,0.00K,41.4888,-92.8635,41.319,-92.417
200804,18,200804,19,92806,IOWA,Flood,MARION,0,0,0,0,15.00K,0.00K,41.2112,-92.9318,41.2685,-92.8932
200806,8,200806,11,117773,IOWA,Flood,FAYETTE,0,0,0,0,3.60M,1.20M,42.9986,-91.6335,43.099,-91.8993
200804,11,200804,15,92797,IOWA,Flood,BLACK HAWK,0,0,0,0,10.00K,0.00K,42.5485,-92.5152,42.5672,-92.4651
200804,11,200804,15,92798,IOWA,Flood,MAHASKA,0,0,0,0,0.00K,0.00K,41.4888,-92.8635,41.319,-92.417
200804,11,200804,11,92799,IOWA,Flood,MARION,0,0,0,0,10.00K,0.00K,41.2112,-92.9318,41.2685,-92.8932
200804,18,200804,21,92787,IOWA,Flood,LUCAS,0,0,0,0,25.00K,0.00K,40.9691,-93.2575,40.9009,-93.2108
200804,18,200804,18,92788,IOWA,Flood,WAYNE,0,0,0,0,10.00K,0.00K,40.8436,-93.1129,40.769,-93.1038
200804,19,200804,21,92804,IOWA,Flood,BLACK HAWK,0,0,0,0,10.00K,0.00K,42.5485,-92.5152,42.5672,-92.4651
200804,1,200804,2,92785,IOWA,Flood,BUTLER,0,0,0,0,20.00K,0.00K,42.5589,-92.5583,42.5886,-92.7608
200804,8,200804,13,92786,IOWA,Flood,LUCAS,0,0,0,0,25.00K,0.00K,40.9691,-93.2575,40.9009,-93.2108
200805,6,200805,7,86283,IOWA,Flash Flood,WRIGHT,0,0,0,0,25.00K,0.00K,42.663,-93.7594,42.6249,-93.7728
200805,6,200805,7,86285,IOWA,Flash Flood,HARDIN,0,0,0,0,25.00K,0.00K,42.4843,-93.3344,42.4997,-93.4933
200805,7,200805,7,86286,IOWA,Flood,HARDIN,0,0,0,0,75.00K,0.00K,42.5063,-93.3471,42.5312,-93.3536
200805,7,200805,7,86288,IOWA,Flood,HARDIN,0,0,0,0,50.00K,0.00K,42.5087,-93.3543,42.5322,-93.3495
200805,30,200805,30,91579,IOWA,Flash Flood,STORY,0,0,0,0,250.00K,25.00K,42.0207,-93.6859,42.1841,-93.6894
200805,30,200805,30,91580,IOWA,Flash Flood,SAC,0,0,0,0,25.00K,0.00K,42.2763,-94.9899,42.2532,-94.9871
200805,30,200805,30,91581,IOWA,Flood,BLACK HAWK,0,0,0,0,25.00K,0.00K,42.31,-92.19,42.2985,-92.1946
200805,30,200805,30,91582,IOWA,Flood,TAMA,0,0,0,0,100.00K,10.00K,42.0371,-92.6477,41.9432,-92.6285
200805,30,200805,30,91583,IOWA,Flood,STORY,0,0,0,0,250.00K,50.00K,41.9779,-93.7079,42.1794,-93.6952
200805,30,200805,30,91584,IOWA,Flood,STORY,0,0,0,0,50.00K,0.00K,42.0044,-93.4964,42.0365,-93.4985
200806,12,200806,13,93627,IOWA,Flash Flood,WAPELLO,0,0,0,0,100.00K,0.00K,41.01,-92.43,41.0061,-92.3755
200806,12,200806,13,93625,IOWA,Flash Flood,WAPELLO,0,0,0,0,100.00K,0.00K,41.0224,-92.4561,41.0561,-92.4321
200805,30,200805,31,101468,IOWA,Flood,FREMONT,0,0,0,0,0.00K,0.00K,40.8943,-95.8035,40.926,-95.8695
200804,11,200804,16,92802,IOWA,Flood,BOONE,0,0,0,0,10.00K,0.00K,42.3199,-93.9336,42.0737,-93.9072
200804,25,200804,30,92812,IOWA,Flood,BLACK HAWK,0,0,0,0,150.00K,0.00K,42.5485,-92.5152,42.5672,-92.4651
200804,25,200804,25,87671,IOWA,Flood,CHICKASAW,0,0,0,0,50.00K,0.00K,42.9464,-92.623,43.106,-92.6093
200804,25,200804,25,87672,IOWA,Flood,FAYETTE,0,0,0,0,60.00K,0.00K,42.7773,-92.0805,42.7884,-91.6068
200804,25,200804,25,87674,IOWA,Flood,CLAYTON,0,0,0,0,80.00K,0.00K,42.6643,-91.637,42.8226,-91.6081
200804,25,200804,30,91647,IOWA,Flood,CLAYTON,0,0,0,0,50.00K,0.00K,43.02,-91.18,43.0147,-91.1453
200804,25,200804,30,92815,IOWA,Flood,MAHASKA,0,0,0,0,20.00K,0.00K,41.4888,-92.8635,41.319,-92.417
200805,4,200805,7,94238,IOWA,Flood,KOSSUTH,0,0,0,0,0.00K,20.00K,43.2241,-94.1398,42.879,-94.1547
200804,24,200804,25,85960,IOWA,Flash Flood,FAYETTE,0,0,0,0,120.00K,0.00K,42.6744,-92.0435,42.8397,-92.0393
200804,25,200804,25,85976,IOWA,Flash Flood,CHICKASAW,0,0,0,0,50.00K,0.00K,42.97,-92.2,42.9755,-92.531
200805,30,200805,30,101555,IOWA,Flood,HARRISON,0,0,0,0,0.00K,0.00K,41.5281,-95.8818,41.6729,-95.7362
