BEGIN_YEARMONTH,BEGIN_DAY,END_YEARMONTH,END_DAY,EVENT_ID,STATE,EVENT_TYPE,CZ_NAME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
201003,16,201003,21,212153,IOWA,Flood,POTTAWATTAMIE,0,0,0,0,10.00K,0.00K,41.4909,-96.0037,41.4685,-95.9258
201003,10,201003,13,216372,IOWA,Flood,CHICKASAW,1,0,0,0,7.00K,0.00K,43.2128,-92.5543,42.9075,-92.5543
201005,25,201005,25,221726,IOWA,Flash Flood,ADAIR,0,0,0,0,10.00K,0.00K,41.29,-94.55,41.2929,-94.5502
201005,25,201005,25,226277,IOWA,Flood,CLAYTON,0,0,0,0,0.00K,0.00K,42.9136,-91.2311,42.9121,-91.2311
201006,23,201006,25,231123,IOWA,Flood,MAHASKA,0,0,0,0,50.00K,100.00K,41.4888,-92.8635,41.319,-92.417
201006,24,201006,30,231124,IOWA,Flood,KOSSUTH,0,0,0,0,50.00K,200.00K,43.2241,-94.1398,42.879,-94.1547
201006,23,201006,30,231126,IOWA,Flood,HUMBOLDT,0,0,0,0,200.00K,500.00K,42.7224,-94.2486,42.6646,-94.2317
201006,15,201006,15,225033,IOWA,Flash Flood,APPANOOSE,0,0,0,0,100.00K,0.00K,40.78,-92.94,40.7912,-92.9411
201003,10,201003,15,214763,IOWA,Flood,WARREN,0,0,0,0,50.00K,0.00K,41.4286,-93.79,41.4103,-93.7903
201003,10,201003,11,214739,IOWA,Flood,MARION,0,0,0,0,25.00K,0.00K,41.2112,-92.9318,41.2685,-92.8932
201003,11,201003,12,214740,IOWA,Flood,LUCAS,0,0,0,0,10.00K,0.00K,40.9691,-93.2575,40.9009,-93.2108
201003,11,201003,12,214741,IOWA,Flood,STORY,0,0,0,0,50.00K,0.00K,42.0114,-93.5866,41.7307,-93.3487
201003,11,201003,21,214742,IOWA,Flood,MAHASKA,0,0,0,0,50.00K,0.00K,41.4888,-92.8635,41.319,-92.417
201003,10,201003,10,214743,IOWA,Flood,STORY,0,0,0,0,10.00K,0.00K,42.0429,-93.6451,42.0314,-93.6575
201003,12,201003,22,214747,IOWA,Flood,BLACK HAWK,0,0,0,0,100.00K,0.00K,42.5485,-92.5152,42.5672,-92.4651
201003,12,201003,20,214748,IOWA,Flood,BLACK HAWK,0,0,0,0,100.00K,0.00K,42.5485,-92.5152,42.5672,-92.4651
201003,14,201003,18,214749,IOWA,Flood,WEBSTER,0,0,0,0,50.00K,0.00K,42.4817,-93.7739,42.3413,-93.8114
201003,11,201003,23,214750,IOWA,Flood,CERRO GORDO,0,0,0,0,10.00K,0.00K,43.1371,-93.0309,43.2492,-93.3618
201003,11,201003,26,214751,IOWA,Flood,WEBSTER,0,0,0,0,200.00K,0.00K,42.5208,-94.2222,42.3504,-94.0969
201003,11,201003,31,214752,IOWA,Flood,HAMILTON,0,0,0,0,25.00K,0.00K,42.3199,-93.9336,42.0737,-93.9072
201003,12,201003,29,214753,IOWA,Flood,POLK,0,0,0,0,100.00K,0.00K,41.591,-93.5821,41.5687,-93.4725
201003,11,201003,31,214754,IOWA,Flood,WAPELLO,0,0,0,0,25.00K,0.00K,41.1019,-92.5334,41.0917,-92.5669
201003,13,201003,26,214755,IOWA,Flood,WAPELLO,0,0,0,0,25.00K,0.00K,41.1254,-92.6374,40.9011,-92.2869
201003,12,201003,23,214756,IOWA,Flood,WRIGHT,0,0,0,0,50.00K,0.00K,42.8405,-93.6353,42.8426,-93.5891
201003,11,201003,20,214757,IOWA,Flood,MARSHALL,0,0,0,0,50.00K,0.00K,42.1086,-93.0539,42.1365,-93.0038
201003,11,201003,22,214758,IOWA,Flood,BLACK HAWK,0,0,0,0,50.00K,0.00K,42.6407,-92.5518,42.6103,-92.5521
201003,12,201003,25,214759,IOWA,Flood,DALLAS,0,0,0,0,150.00K,0.00K,41.84,-94.2694,41.637,-94.0842
201003,16,201003,31,214774,IOWA,Flood,PALO ALTO,0,0,0,0,50.00K,0.00K,43.2413,-94.7559,43.085,-94.7457
201003,14,201003,31,214775,IOWA,Flood,HUMBOLDT,0,0,0,0,50.00K,0.00K,42.7224,-94.2486,42.6646,-94.2317
201003,19,201003,20,214776,IOWA,Flood,MARION,0,0,0,0,25.00K,0.00K,41.2112,-92.9318,41.2685,-92.8932
201003,14,201003,15,214746,IOWA,Flood,BREMER,0,0,0,0,25.00K,0.00K,42.6793,-92.4384,42.6801,-92.4079
201003,14,201003,31,214744,IOWA,Flood,KOSSUTH,0,0,0,0,250.00K,0.00K,43.2241,-94.1398,42.879,-94.1547
201003,10,201003,10,214771,IOWA,Flood,POLK,0,0,0,0,50.00K,0.00K,41.8498,-93.9994,41.7549,-93.7758
201003,16,201003,18,214772,IOWA,Flood,HUMBOLDT,0,0,0,0,25.00K,0.00K,42.8026,-94.0912,42.7364,-94.1279
201003,14,201003,31,214773,IOWA,Flood,EMMET,0,0,0,0,100.00K,0.00K,43.5007,-94.9125,43.3224,-94.8385
201003,11,201003,25,214760,IOWA,Flood,POLK,0,0,0,0,250.00K,0.00K,41.5586,-93.6751,41.5731,-93.6085
201003,11,201003,16,214761,IOWA,Flood,DALLAS,0,0,0,0,25.00K,0.00K,41.8498,-93.9994,41.7549,-93.7758
201003,10,201003,12,214764,IOWA,Flood,WARREN,0,0,0,0,50.00K,0.00K,41.4853,-93.3827,41.4191,-93.5425
201003,10,201003,21,214765,IOWA,Flood,WAYNE,0,0,0,0,25.00K,0.00K,40.8436,-93.1129,40.769,-93.1038
201003,9,201003,12,214768,IOWA,Flood,DECATUR,0,0,0,0,25.00K,0.00K,40.8341,-93.953,40.7899,-94.0001
201003,12,201003,21,214769,IOWA,Flood,BUTLER,0,0,0,0,50.00K,0.00K,42.8194,-92.7455,42.8465,-92.6839
201006,15,201006,15,225034,IOWA,Flash Flood,WAPELLO,0,0,0,0,25.00K,0.00K,41.16,-92.63,41.1658,-92.6192
201006,25,201006,26,227320,IOWA,Flash Flood,EMMET,0,0,0,0,150.00K,0.00K,43.32,-94.79,43.3224,-94.7785
201006,26,201006,26,227323,IOWA,Flash Flood,EMMET,0,0,0,0,500.00K,0.00K,43.32,-94.79,43.3179,-94.7895
201006,26,201006,26,227324,IOWA,Flood,HUMBOLDT,0,0,0,0,300.00K,0.00K,42.7415,-94.2627,42.7448,-94.1806
201006,26,201006,30,231141,IOWA,Flood,WRIGHT,0,0,0,0,200.00K,2.00M,42.8405,-93.6353,42.8426,-93.5891
201006,27,201006,30,231142,IOWA,Flood,MARSHALL,0,0,0,0,250.00K,2.00M,42.1086,-93.0539,42.1365,-93.0038
201006,26,201006,30,231143,IOWA,Flood,EMMET,0,0,0,0,250.00K,1.00M,43.5007,-94.9125,43.3224,-94.8385
201006,27,201006,29,231144,IOWA,Flood,PALO ALTO,0,0,0,0,10.00K,0.00K,43.2413,-94.7559,43.085,-94.7457
201006,27,201006,30,231145,IOWA,Flood,DALLAS,0,0,0,0,25.00K,100.00K,41.8498,-93.9994,41.7549,-93.7758
201006,27,201006,30,231146,IOWA,Flood,POLK,0,0,0,0,250.00K,10.00K,41.5586,-93.6751,41.5731,-93.6085
201006,27,201006,30,231147,IOWA,Flood,DALLAS,0,0,0,0,250.00K,200.00K,41.5658,-93.6716,41.5742,-93.6953
201006,5,201006,5,223526,IOWA,Flash Flood,ADAMS,0,0,0,0,25.00K,0.00K,41.09,-94.49,41.0852,-94.4815
201006,23,201006,30,231125,IOWA,Flood,WEBSTER,0,0,0,0,50.00K,1.00M,42.3199,-93.9336,42.0737,-93.9072
201006,23,201006,24,231127,IOWA,Flood,POLK,0,0,0,0,100.00K,0.00K,41.5586,-93.6751,41.5731,-93.6085
201007,5,201007,6,233954,IOWA,Flood,FREMONT,0,0,0,0,0.00K,0.00K,40.6,-95.65,40.6578,-95.6346
201005,25,201005,25,232924,IOWA,Flash Flood,SCOTT,0,0,0,0,0.00K,0.00K,41.78,-90.68,41.69,-90.68
201006,22,201006,24,231128,IOWA,Flood,POLK,0,0,0,0,100.00K,0.00K,41.5658,-93.6716,41.5742,-93.6953
201006,24,201006,30,231129,IOWA,Flood,HAMILTON,0,0,0,0,100.00K,1.00M,42.4817,-93.7739,42.3413,-93.8114
201006,5,201006,5,223524,IOWA,Flash Flood,ADAMS,0,0,0,0,25.00K,0.00K,41.09,-94.53,41.0931,-94.5077
201006,23,201006,24,226411,IOWA,Flood,WRIGHT,0,0,0,0,100.00K,10.00K,42.73,-93.81,42.7627,-93.7079
201006,25,201006,26,227463,IOWA,Flash Flood,WRIGHT,0,0,0,0,100.00K,0.00K,42.6956,-93.826,42.7078,-93.6914
201006,5,201006,5,223522,IOWA,Flash Flood,RINGGOLD,0,0,0,0,10.00K,0.00K,40.62,-94.39,40.6213,-94.3829
201005,25,201005,25,232915,IOWA,Flash Flood,CLINTON,0,0,0,0,0.00K,0.00K,41.82,-90.56,41.81,-90.56
201006,5,201006,5,223531,IOWA,Flash Flood,RINGGOLD,0,0,0,0,250.00K,0.00K,40.64,-94.28,40.6413,-94.284
201006,18,201006,18,225668,IOWA,Flash Flood,BLACK HAWK,0,0,0,0,25.00K,0.00K,42.4621,-92.348,42.4597,-92.3511
201006,12,201006,12,224583,IOWA,Flash Flood,POLK,0,0,0,0,1.00K,0.00K,41.68,-93.63,41.6818,-93.6181
201006,18,201006,18,225669,IOWA,Flash Flood,BLACK HAWK,0,0,0,0,10.00K,0.00K,42.5176,-92.4664,42.5146,-92.4669
201006,18,201006,18,225671,IOWA,Flash Flood,TAMA,0,0,0,0,10.00K,0.00K,42.08,-92.38,42.0686,-92.3593
201006,15,201006,15,225031,IOWA,Flash Flood,MONROE,0,0,0,0,100.00K,0.00K,41.03,-92.81,41.0361,-92.8216
201006,15,201006,15,225032,IOWA,Flash Flood,APPANOOSE,0,0,0,0,50.00K,0.00K,40.78,-92.98,40.8047,-92.9903
201006,23,201006,23,226376,IOWA,Flash Flood,PALO ALTO,0,0,0,0,20.00K,0.00K,43.11,-94.68,43.0993,-94.9023
201006,23,201006,23,226378,IOWA,Flash Flood,FRANKLIN,0,0,0,0,25.00K,0.00K,42.89,-93.21,42.9013,-93.2084
201006,23,201006,24,226412,IOWA,Flood,FRANKLIN,0,0,0,0,10.00K,0.00K,42.79,-93.2,42.7775,-93.2084
201006,23,201006,24,226702,IOWA,Flood,BUTLER,0,0,0,0,250.00K,0.00K,42.75,-92.97,42.7057,-92.9334
201006,5,201006,5,223529,IOWA,Flash Flood,UNION,0,0,0,0,10.00K,0.00K,40.95,-94.34,40.9509,-94.3331
201006,15,201006,15,225036,IOWA,Flash Flood,WAPELLO,0,0,0,0,25.00K,0.00K,41.05,-92.42,41.0589,-92.3947
201006,15,201006,15,225035,IOWA,Flash Flood,WAPELLO,0,0,0,0,100.00K,0.00K,41.02,-92.42,41.0154,-92.3703
201006,15,201006,15,229481,IOWA,Flood,LUCAS,0,0,0,0,150.00K,0.00K,41.02,-93.32,41.0279,-93.2921
201007,23,201007,23,235042,IOWA,Flash Flood,WEBSTER,0,0,0,0,25.00K,0.00K,42.55,-94.19,42.5588,-94.1647
201006,5,201006,5,223533,IOWA,Flash Flood,ADAMS,0,0,0,0,20.00K,0.00K,40.99,-94.49,40.9823,-94.4712
201006,27,201006,27,227555,IOWA,Flash Flood,CALHOUN,0,0,0,0,25.00K,0.00K,42.52,-94.76,42.5106,-94.753
201006,27,201006,27,227559,IOWA,Flash Flood,CALHOUN,0,0,0,0,50.00K,0.00K,42.55,-94.68,42.5509,-94.6676
201006,27,201006,27,227562,IOWA,Flash Flood,WEBSTER,0,0,0,0,500.00K,0.00K,42.5521,-94.2586,42.5603,-94.1048
201006,5,201006,5,223523,IOWA,Flash Flood,UNION,0,0,0,0,100.00K,0.00K,41.06,-94.36,41.0607,-94.3338
201006,27,201006,27,231965,IOWA,Flash Flood,CRAWFORD,0,0,0,0,25.00K,0.00K,42.08,-95.1,42.0812,-95.0851
201006,1,201006,1,223184,IOWA,Flash Flood,GUTHRIE,0,0,0,0,5.00K,0.00K,41.68,-94.55,41.6838,-94.5566
201006,12,201006,12,229482,IOWA,Flash Flood,MAHASKA,0,0,0,0,100.00K,0.00K,41.2895,-92.6563,41.2937,-92.6567
201006,5,201006,5,230776,IOWA,Flood,TAYLOR,0,0,0,0,50.00K,0.00K,40.7513,-94.6431,40.5739,-94.818
201006,5,201006,6,230777,IOWA,Flood,WAYNE,0,0,0,0,50.00K,0.00K,40.8436,-93.1129,40.769,-93.1038
201006,2,201006,2,230778,IOWA,Flood,WAPELLO,0,0,0,0,50.00K,0.00K,41.1254,-92.6374,40.9011,-92.2869
201006,25,201006,30,231130,IOWA,Flood,BLACK HAWK,0,0,0,0,100.00K,500.00K,42.6407,-92.5518,42.6103,-92.5521
201006,25,201006,30,231131,IOWA,Flood,BLACK HAWK,0,0,0,0,100.00K,250.00K,42.5485,-92.5152,42.5672,-92.4651
201006,29,201006,30,231132,IOWA,Flood,BLACK HAWK,0,0,0,0,50.00K,0.00K,42.5485,-92.5152,42.5672,-92.4651
201006,26,201006,30,231133,IOWA,Flood,WARREN,0,0,0,0,50.00K,500.00K,41.4286,-93.79,41.4103,-93.7903
201006,27,201006,28,231134,IOWA,Flood,STORY,0,0,0,0,50.00K,500.00K,42.0114,-93.5866,41.7307,-93.3487
201006,28,201006,29,231135,IOWA,Flood,JASPER,0,0,0,0,25.00K,100.00K,41.7305,-93.3475,41.6769,-93.1087
201006,26,201006,30,231136,IOWA,Flood,MAHASKA,0,0,0,0,100.00K,1.00M,41.4888,-92.8635,41.319,-92.417
201006,27,201006,28,231137,IOWA,Flood,HUMBOLDT,0,0,0,0,25.00K,250.00K,42.8026,-94.0912,42.7364,-94.1279
201006,26,201006,30,231138,IOWA,Flood,WEBSTER,0,0,0,0,250.00K,2.00M,42.5208,-94.2222,42.3504,-94.0969
201006,28,201006,30,231139,IOWA,Flood,POLK,0,0,0,0,250.00K,500.00K,41.6792,-93.6926,41.5905,-93.6585
201006,27,201006,30,231140,IOWA,Flood,DALLAS,0,0,0,0,200.00K,1.00M,41.84,-94.2694,41.637,-94.0842
201006,5,201006,7,230775,IOWA,Flood,DECATUR,0,0,0,0,100.00K,0.00K,40.8341,-93.953,40.5842,-93.7511
201006,12,201006,12,224584,IOWA,Flash Flood,MARION,0,0,0,0,10.00K,0.00K,41.39,-93.27,41.382,-93.2783
201006,15,201006,15,225037,IOWA,Flash Flood,WAYNE,0,0,0,0,25.00K,0.00K,40.72,-93.22,40.7193,-93.2073
201006,18,201006,18,225670,IOWA,Flash Flood,MARION,0,0,0,0,10.00K,0.00K,41.2,-92.95,41.2068,-92.8795
201006,12,201006,12,224586,IOWA,Flash Flood,MARION,0,0,0,0,2.00K,0.00K,41.49,-93.14,41.4896,-93.1222
201006,5,201006,6,223716,IOWA,Flood,DECATUR,0,0,0,0,250.00K,0.00K,40.5911,-93.9771,40.6849,-93.9523
201006,12,201006,12,224613,IOWA,Flash Flood,MAHASKA,0,0,0,0,10.00K,0.00K,41.29,-92.64,41.2924,-92.6398
201006,22,201006,22,226234,IOWA,Flash Flood,WAPELLO,0,0,0,0,10.00K,0.00K,41.03,-92.41,41.0288,-92.3949
201006,26,201006,26,227484,IOWA,Flash Flood,KOSSUTH,0,0,0,0,25.00K,0.00K,43.06,-94.24,43.0692,-94.2392
201006,26,201006,26,227495,IOWA,Flash Flood,PALO ALTO,0,0,0,0,5.00K,0.00K,43.1299,-94.9137,43.1332,-94.8395
201006,15,201006,15,225038,IOWA,Flash Flood,MONROE,0,0,0,0,25.00K,0.00K,41.03,-92.72,41.0343,-92.6398
201006,15,201006,15,225039,IOWA,Flash Flood,APPANOOSE,0,0,0,0,100.00K,0.00K,40.78,-92.94,40.7898,-92.9442
201006,15,201006,16,225049,IOWA,Flood,APPANOOSE,0,0,0,0,10.00K,0.00K,40.81,-92.89,40.8188,-92.8611
201006,22,201006,23,226374,IOWA,Flash Flood,WRIGHT,0,0,0,0,500.00K,25.00K,42.7855,-93.8425,42.7975,-93.7038
201006,5,201006,5,223521,IOWA,Flash Flood,DECATUR,0,0,0,0,100.00K,0.00K,40.62,-93.94,40.6144,-93.9414
201006,5,201006,6,223714,IOWA,Flood,RINGGOLD,0,0,0,0,100.00K,0.00K,40.64,-94.24,40.6734,-94.4
201006,12,201006,12,224587,IOWA,Flash Flood,MAHASKA,0,0,0,0,5.00K,0.00K,41.3,-92.73,41.2983,-92.7147
201006,5,201006,6,223717,IOWA,Flood,ADAMS,0,0,0,0,100.00K,0.00K,40.98,-94.73,41.0116,-94.6287
201007,23,201007,23,235045,IOWA,Flash Flood,WRIGHT,0,0,0,0,15.00K,0.00K,42.65,-93.73,42.6527,-93.8047
201006,14,201006,15,230781,IOWA,Flood,DECATUR,0,0,0,0,50.00K,0.00K,40.8341,-93.953,40.5842,-93.7511
201006,12,201006,17,230784,IOWA,Flood,WARREN,0,0,0,0,100.00K,0.00K,41.4286,-93.79,41.4103,-93.7903
201006,14,201006,19,230785,IOWA,Flood,WAYNE,0,0,0,0,100.00K,0.00K,40.8436,-93.1129,40.769,-93.1038
201006,14,201006,15,230786,IOWA,Flood,MARION,0,0,0,0,75.00K,0.00K,41.2112,-92.9318,41.2685,-92.8932
201006,14,201006,14,230787,IOWA,Flood,WARREN,0,0,0,0,75.00K,0.00K,41.4853,-93.3827,41.4191,-93.5425
201006,12,201006,19,230788,IOWA,Flood,MAHASKA,0,0,0,0,50.00K,0.00K,41.4888,-92.8635,41.319,-92.417
201006,13,201006,16,230790,IOWA,Flood,WEBSTER,0,0,0,0,0.00K,0.00K,42.3199,-93.9336,42.0737,-93.9072
201006,13,201006,15,230791,IOWA,Flood,POLK,0,0,0,0,0.00K,0.00K,41.591,-93.5821,41.5687,-93.4725
201006,12,201006,13,230792,IOWA,Flood,WAPELLO,0,0,0,0,50.00K,0.00K,41.1019,-92.5334,41.0917,-92.5669
201006,12,201006,16,230793,IOWA,Flood,WAPELLO,0,0,0,0,100.00K,0.00K,41.1254,-92.6374,40.9011,-92.2869
201006,13,201006,17,230794,IOWA,Flood,DALLAS,0,0,0,0,50.00K,0.00K,41.84,-94.2694,41.637,-94.0842
201006,23,201006,23,226375,IOWA,Flash Flood,FRANKLIN,0,0,0,0,100.00K,10.00K,42.7244,-93.2149,42.7579,-93.2187
201006,23,201006,23,226377,IOWA,Flash Flood,WRIGHT,0,0,0,0,50.00K,10.00K,42.73,-93.73,42.861,-93.7148
201006,12,201006,12,224614,IOWA,Flood,POLK,0,0,0,0,15.00K,0.00K,41.61,-93.53,41.6008,-93.5278
201006,12,201006,12,224585,IOWA,Flash Flood,MAHASKA,0,0,0,0,10.00K,0.00K,41.29,-92.7,41.2896,-92.7056
201006,15,201006,15,225040,IOWA,Flash Flood,MONROE,0,0,0,0,100.00K,0.00K,41.03,-92.8,41.0174,-92.8497
201006,12,201006,12,224588,IOWA,Flash Flood,MARION,0,0,0,0,50.00K,0.00K,41.37,-93.29,41.3623,-93.3235
201006,13,201006,14,230795,IOWA,Flood,DALLAS,0,0,0,0,0.00K,0.00K,41.8498,-93.9994,41.7549,-93.7758
201006,12,201006,20,230796,IOWA,Flood,POLK,0,0,0,0,100.00K,0.00K,41.5586,-93.6751,41.5731,-93.6085
201006,15,201006,16,225048,IOWA,Flood,APPANOOSE,0,0,0,0,10.00K,0.00K,40.78,-92.94,40.7873,-92.9469
201006,15,201006,16,225047,IOWA,Flood,MONROE,0,0,0,0,25.00K,0.00K,41.03,-92.72,41.0406,-92.6402
201006,5,201006,6,223715,IOWA,Flood,TAYLOR,0,0,0,0,100.00K,0.00K,40.5859,-94.7887,40.7099,-94.7818
201006,5,201006,6,223718,IOWA,Flood,UNION,0,0,0,0,100.00K,0.00K,41.07,-94.37,41.0781,-94.3211
201006,12,201006,15,230797,IOWA,Flood,DALLAS,0,0,0,0,25.00K,0.00K,41.5501,-93.9584,41.5335,-93.8916
201006,12,201006,21,230798,IOWA,Flood,POLK,0,0,0,0,100.00K,0.00K,41.5658,-93.6716,41.5742,-93.6953
201007,23,201007,23,251747,IOWA,Flash Flood,HAMILTON,0,0,0,0,50.00K,10.00K,42.46,-93.82,42.4754,-93.8064
201004,25,201004,25,217173,IOWA,Flood,MONROE,0,0,0,0,0.00K,0.00K,40.9488,-92.6546,40.9468,-92.7184
201004,1,201004,14,219706,IOWA,Flood,EMMET,0,0,0,0,50.00K,0.00K,43.5007,-94.9125,43.3224,-94.8385
201004,1,201004,2,219707,IOWA,Flood,PALO ALTO,0,0,0,0,50.00K,0.00K,43.2413,-94.7559,43.085,-94.7457
201004,1,201004,8,219709,IOWA,Flood,HUMBOLDT,0,0,0,0,50.00K,0.00K,42.7224,-94.2486,42.6646,-94.2317
201004,1,201004,1,219710,IOWA,Flood,WEBSTER,0,0,0,0,50.00K,0.00K,42.3199,-93.9336,42.0737,-93.9072
201004,1,201004,23,219711,IOWA,Flood,WAPELLO,0,0,0,0,0.00K,0.00K,41.1019,-92.5334,41.0917,-92.5669
201004,13,201004,16,219712,IOWA,Flood,HUMBOLDT,0,0,0,0,0.00K,0.00K,42.7224,-94.2486,42.6646,-94.2317
201004,1,201004,2,219705,IOWA,Flood,KOSSUTH,0,0,0,0,75.00K,0.00K,43.2241,-94.1398,42.879,-94.1547
201004,6,201004,6,226803,IOWA,Flood,FAYETTE,0,0,0,0,0.00K,0.00K,42.6629,-91.9204,42.6631,-91.9161
201008,4,201008,4,238412,IOWA,Flash Flood,STORY,0,0,0,0,50.00K,0.00K,41.9,-93.31,41.9048,-93.3099
201006,1,201006,1,223193,IOWA,Flash Flood,POTTAWATTAMIE,0,0,0,0,20.00K,0.00K,41.38,-95.68,41.3938,-95.6695
201006,1,201006,1,223199,IOWA,Flash Flood,HARRISON,0,0,0,0,5.00K,0.00K,41.5528,-95.8801,41.5682,-95.8949
201008,4,201008,4,238413,IOWA,Flash Flood,POLK,0,0,0,0,1.00M,0.00K,41.64,-93.7,41.6403,-93.6936
201006,11,201006,30,237836,IOWA,Flood,FREMONT,0,0,0,0,10.00K,0.00K,40.6037,-95.7047,40.6142,-95.809
201007,24,201007,28,238712,IOWA,Flood,BLACK HAWK,0,0,0,0,10.00K,50.00K,42.6407,-92.5518,42.6103,-92.5521
201007,26,201007,30,238714,IOWA,Flood,POLK,0,0,0,0,10.00K,0.00K,41.5658,-93.6716,41.5742,-93.6953
201007,25,201007,26,238713,IOWA,Flood,BLACK HAWK,0,0,0,0,0.00K,0.00K,42.5485,-92.5152,42.5672,-92.4651
201007,23,201007,24,238716,IOWA,Flood,WEBSTER,0,0,0,0,25.00K,0.00K,42.5208,-94.2222,42.3504,-94.0969
201007,22,201007,31,238717,IOWA,Flood,WEBSTER,0,0,0,0,25.00K,500.00K,42.3199,-93.9336,42.0737,-93.9072
201007,24,201007,26,238719,IOWA,Flood,HUMBOLDT,0,0,0,0,0.00K,0.00K,42.7224,-94.2486,42.6646,-94.2317
201008,4,201008,4,238408,IOWA,Flash Flood,DALLAS,0,0,0,0,50.00K,0.00K,41.61,-94.03,41.6251,-94.0342
201008,4,201008,4,238410,IOWA,Flash Flood,STORY,0,0,0,0,10.00K,0.00K,41.88,-93.37,41.9054,-93.3738
201006,23,201006,23,229419,IOWA,Flood,CHICKASAW,0,0,0,0,0.00K,0.00K,43.0597,-92.3199,43.0591,-92.3199
201006,23,201006,23,229417,IOWA,Flood,WINNESHIEK,0,0,0,0,0.00K,0.00K,43.3045,-91.7902,43.303,-91.7901
201007,26,201007,26,238718,IOWA,Flood,WRIGHT,0,0,0,0,0.00K,0.00K,42.8405,-93.6353,42.8426,-93.5891
201007,26,201007,30,238720,IOWA,Flood,POLK,0,0,0,0,10.00K,0.00K,41.5586,-93.6751,41.5731,-93.6085
201006,23,201006,23,247549,IOWA,Flood,MITCHELL,0,0,0,0,135.00K,45.00K,43.4848,-92.9883,43.2332,-92.9746
201007,24,201007,27,238721,IOWA,Flood,BUTLER,0,0,0,0,20.00K,50.00K,42.5589,-92.5583,42.5886,-92.7608
201008,1,201008,18,243530,IOWA,Flood,MILLS,0,0,0,0,3.00K,0.00K,41.1601,-95.8901,41.1747,-95.8365
201007,1,201007,31,237323,IOWA,Flood,FREMONT,0,0,0,0,5.00K,0.00K,40.8876,-95.8173,40.6102,-95.7074
201007,1,201007,31,237839,IOWA,Flood,MILLS,0,0,0,0,10.00K,0.00K,41.1334,-95.8942,41.1405,-95.853
201008,1,201008,18,243532,IOWA,Flood,FREMONT,0,0,0,0,3.00K,0.00K,40.5953,-95.7747,40.6163,-95.7156
201005,18,201005,23,233088,IOWA,Flood,CLINTON,0,0,0,0,250.00K,0.00K,41.95,-90.9,41.73,-90.9
201005,18,201005,23,233080,IOWA,Flood,SCOTT,0,0,0,0,250.00K,0.00K,41.95,-90.9,41.73,-90.9
201006,22,201006,22,233961,IOWA,Flood,MONTGOMERY,0,0,0,0,1.00K,0.00K,41.1271,-95.2336,40.9313,-95.3119
201005,13,201005,15,233108,IOWA,Flood,DES MOINES,0,0,0,0,250.00K,0.00K,40.81,-91.43,40.66,-91.11
201005,13,201005,13,233130,IOWA,Flood,LEE,0,0,0,0,250.00K,0.00K,40.61,-91.81,40.31,-91.47
201005,13,201005,22,233067,IOWA,Flood,IOWA,0,0,0,0,500.00K,0.00K,41.8628,-92.2983,41.75,-92.2983
201005,13,201005,17,233100,IOWA,Flood,KEOKUK,0,0,0,0,500.00K,0.00K,41.4068,-92.4116,41.2,-92.4116
201006,27,201006,27,246579,IOWA,Flash Flood,IDA,0,0,0,0,0.00K,0.00K,42.37,-95.5,42.31,-95.5
201006,15,201006,16,246951,IOWA,Flood,JOHNSON,0,0,0,0,375.00K,0.00K,41.58,-91.56,41.4,-91.52
201006,15,201006,16,246956,IOWA,Flood,WASHINGTON,0,0,0,0,125.00K,0.00K,41.58,-91.56,41.4,-91.52
201006,26,201006,30,246971,IOWA,Flood,CHEROKEE,0,0,0,0,100.00K,0.00K,42.9254,-95.3475,42.9109,-95.4741
201006,26,201006,27,246577,IOWA,Flash Flood,CLAY,0,0,0,0,0.00K,0.00K,43.18,-95.18,43.12,-95.18
201006,22,201006,23,245337,IOWA,Flash Flood,SIOUX,0,0,0,0,0.00K,0.00K,43.03,-96.51,43.01,-96.49
201006,22,201006,23,245341,IOWA,Flash Flood,SIOUX,0,0,0,0,0.00K,0.00K,43.03,-96.09,42.97,-96.09
201006,12,201006,27,246988,IOWA,Flood,KEOKUK,0,0,0,0,500.00K,0.00K,41.4068,-92.4116,41.2,-92.4116
201006,22,201006,23,245346,IOWA,Flash Flood,SIOUX,0,0,0,0,0.00K,0.00K,43.11,-96.2,43.05,-96.2
201006,22,201006,23,245357,IOWA,Flash Flood,PLYMOUTH,0,0,0,0,50.00K,0.00K,42.8969,-96.5122,42.83,-96.5697
201006,22,201006,23,245360,IOWA,Flash Flood,CLAY,0,0,0,0,0.00K,0.00K,43.17,-95.17,43.13,-95.17
201006,23,201006,23,245451,IOWA,Flash Flood,CLAY,0,0,0,0,0.00K,0.00K,43.17,-94.96,43.13,-94.96
201006,11,201006,30,237838,IOWA,Flood,MILLS,0,0,0,0,50.00K,0.00K,41.1209,-95.8791,41.1219,-95.8543
201006,26,201006,26,246562,IOWA,Flash Flood,SIOUX,0,0,0,0,0.00K,0.00K,43.04,-96.1,42.96,-96.1
201006,26,201006,27,246566,IOWA,Flash Flood,CHEROKEE,0,0,0,0,0.00K,0.00K,42.79,-95.59,42.71,-95.59
201007,21,201007,22,251361,IOWA,Flash Flood,LYON,0,0,0,0,80.00K,0.00K,43.38,-96.04,43.3,-96.04
