Join_Count,TARGET_FID,id,foreign_id,foreign_id1,lat,lng,description,river,town,active,TNMID,METASOURCE,SOURCEDATA,SOURCEORIG,SOURCEFEAT,LOADDATE,GNIS_ID,AREAACRES,AREASQKM,STATES,HUC8,NAME,Shape_Leng,usgs_site_no_revised
1,83,615,05465700,okvi4,41.103194,-91.063528,Iowa River at Oakville (OKVI4-05465700),Iowa River,Oakville,t,{81FC7671-7479-4492-AE19-BF9BA3BFFE14}, , , , ,6/11/2012 0:00:00,0.0,1078893.67,4366.13,IA,7080209.0,Lower Iowa,5.82214410209,5465700
1,84,601,05457700,ccyi4,43.062195,-92.673884,Cedar River at Charles City (CCYI4-05457700),Cedar River,Charles City,t,{6AE5D8A8-3316-49A6-B484-84B00A70076D}, , , , ,6/11/2012 0:00:00,0.0,1078114.47,4362.98,"IA,MN",7080201.0,Upper Cedar,5.43039032996,5457700
1,85,670,06898000,dvsi4,40.64028,-93.80828,Thompson River at Davis City (DVSI4-06898000),Thompson River,Davis City,t,{391C349E-2774-48E8-BFE6-FE3431CCDF95}, , , , ,10/13/2016 0:00:00,0.0,1408798.44,5701.21,"IA,MO",10280102.0,Thompson,5.81541946375,6898000
1,86,521,05389000,yrii4,43.111927,-91.265132,Yellow River near Ion (05389000),Yellow River,Ion,t,{66B6FBB4-281D-44B8-AEEC-70EBBC503DA2}, , , , ,2/1/2017 0:00:00,0.0,911495.16,3688.69,"IA,MN,WI",7060001.0,Coon-Yellow,4.44162244149,5389000
1,87,573,05488110,rrdi4,41.360553,-92.973256,Des Moines River near Pella (05488110),Des Moines River,Pella,t,{BD63BFB7-471A-41B1-8B65-1FCFFD956A3C}, , , , ,6/11/2012 0:00:00,0.0,1370685.19,5546.97,"IA,MO",7100009.0,Lower Des Moines,5.89631193612,5488110
1,88,589,05412500,grbi4,42.739988,-91.261799,Turkey River at Garber (GRBI4-05412500),Turkey River,Garber,t,{5F37CEFE-0361-453D-BE80-A71DB9CD1EF6}, , , , ,6/11/2012 0:00:00,0.0,1084109.94,4387.24,IA,7060004.0,Turkey,4.59363228966,5412500
1,89,617,05470500,amwi4,42.023042,-93.630496,Ioway Creek at Ames (AMWI4-05470500),Ioway Creek,Ames,t,{A3289F99-CD86-4AF6-A77E-5442630D5AFD}, , , , ,6/11/2012 0:00:00,0.0,1179865.93,4774.75,IA,7080105.0,South Skunk,6.74624294085,5470500
1,90,672,06903700,prmi4,40.800561,-93.19243,South Fork Chariton River near Promise City (PRMI4-06903700),South Fork Chariton River,Promise City,t,{826447E1-861E-4BC6-8E06-83FDC93BE10C}, , , , ,6/11/2012 0:00:00,0.0,865429.26,3502.27,"IA,MO",10280201.0,Upper Chariton,4.2714772928,6903700
1,91,825,05451080,blii4,42.543611,-93.589444,South Fork Iowa River near Blairsburg (05451080),South Fork Iowa River,Blairsburg,t,{ECE669E9-D814-4A42-9574-B61B0BEEF0E1}, , , , ,6/11/2012 0:00:00,0.0,931827.1,3770.97,IA,7080207.0,Upper Iowa,5.68815199018,5451080
1,92,1987,bsrs2,bsrs2,42.761737,-96.632551,Big Sioux River at Richland (BSRS2),Big Sioux,Richland,t,{79EA5FED-F1D1-42CD-AF83-6BAC73F4555C}, , , , ,6/11/2012 0:00:00,0.0,2188003.06,8854.54,"IA,MN,NE,SD",10170203.0,Lower Big Sioux,8.63624008646,6485500
1,93,564,05482300,scri4,42.354427,-94.990822,North Raccoon River near Sac City (05482300),North Raccoon River,Sac City,t,{642334D3-7EFA-4E7E-9500-F5A9E8FBF717}, , , , ,6/11/2012 0:00:00,0.0,1581359.74,6399.54,IA,7100006.0,North Raccoon,7.63352986486,5482300
1,94,530,05422470,crwi4,41.551144,-90.455132,Crow Creek at Bettendorf (05422470),Crow Creek,Bettendorf,t,{C5D4BA12-6399-4A40-A170-2F26C7D2C6B1}, , , , ,6/11/2012 0:00:00,0.0,634693.16,2568.51,"IA,IL",7080101.0,Copperas-Duck,5.58462516616,5422470
1,95,12847,CBSS2,cbss2,43.3071,-96.5283,Big Sioux River above Canton (CBSS2),Big Sioux River,Canton,t,{79EA5FED-F1D1-42CD-AF83-6BAC73F4555C}, , , , ,6/11/2012 0:00:00,0.0,2188003.06,8854.54,"IA,MN,NE,SD",10170203.0,Lower Big Sioux,8.63624008646,6482910
1,96,664,06808500,rdpi4,40.873055,-95.580275,West Nishnabotna River at Randolph (RDPI4-06808500),West Nishnabotna River,Randolph,t,{0ADD5A65-48D5-4C2D-9478-CC5524DCBC96}, , , , ,6/11/2012 0:00:00,0.0,1056982.61,4277.46,IA,10240002.0,West Nishnabotna,4.7622280514,6808500
1,97,1681,05388310,dwci4,43.451111,-91.505,Waterloo Creek near Dorchester (05388310),Waterloo Creek,Dorchester,t,{342979AC-90B2-4197-A662-8F96F2E3F98B}, , , , ,6/11/2012 0:00:00,0.0,639677.18,2588.68,"IA,MN",7060002.0,Upper Iowa,4.03046094434,5388310
1,98,1935,06481500,sifs2,43.533587,-96.790885,Skunk Creek at Sioux Falls (06481500),Skunk Creek,Sioux Falls,t,{79EA5FED-F1D1-42CD-AF83-6BAC73F4555C}, , , , ,6/11/2012 0:00:00,0.0,2188003.06,8854.54,"IA,MN,NE,SD",10170203.0,Lower Big Sioux,8.63624008646,6481500
1,99,1975,06816290,maai4,41.2455,-94.7578,West Nodaway River at Massena (06816290),West Nodaway River,Massena,t,{FA50E6A8-6A6D-40A9-BCD3-8C237F688B6F}, , , , ,6/11/2012 0:00:00,0.0,508815.37,2059.1,IA,10240009.0,West Nodaway,3.20564145523,6816290
1,100,634,05482500,efwi4,41.988039,-94.376913,North Raccoon River near Jefferson (EFWI4-05482500),North Raccoon River,Jefferson,t,{642334D3-7EFA-4E7E-9500-F5A9E8FBF717}, , , , ,6/11/2012 0:00:00,0.0,1581359.74,6399.54,IA,7100006.0,North Raccoon,7.63352986486,5482500
1,101,642,05487470,akwi4,41.337216,-93.486325,South River near Ackworth (AKWI4-05487470),South River,Ackworth,t,{6BC7C38A-1876-4BD3-89C0-5898FB18BBA1}, , , , ,6/11/2012 0:00:00,0.0,1563257.96,6326.29,IA,7100008.0,Lake Red Rock,6.18966542928,5487470
1,102,568,05484800,dosi4,41.587211,-93.703276,Walnut Creek at Des Moines (05484800),Walnut Creek,Des Moines,t,{642334D3-7EFA-4E7E-9500-F5A9E8FBF717}, , , , ,6/11/2012 0:00:00,0.0,1581359.74,6399.54,IA,7100006.0,North Raccoon,7.63352986486,5484800
1,103,709,06485950,sxci4,42.524444,-96.480556,Big Sioux River at Sioux City (06485950-SXCI4),Big Sioux River,Sioux City,t,{79EA5FED-F1D1-42CD-AF83-6BAC73F4555C}, , , , ,6/11/2012 0:00:00,0.0,2188003.06,8854.54,"IA,MN,NE,SD",10170203.0,Lower Big Sioux,8.63624008646,6485950
1,104,1936,06482000,wavs2,43.501086,-96.748384,Big Sioux River near Dell Rapids (06482000),Big Sioux River,Sioux Falls,t,{79EA5FED-F1D1-42CD-AF83-6BAC73F4555C}, , , , ,6/11/2012 0:00:00,0.0,2188003.06,8854.54,"IA,MN,NE,SD",10170203.0,Lower Big Sioux,8.63624008646,6482000
1,105,1912,0546494170,wbwi4,41.673628,-91.343195,West Branch Wapsinonoc Creek at College St at West Branch,West Branch Wapsinonoc Creek,West Branch,t,{65F2CD30-B70F-474A-8E7D-FFABDB288751}, , , , ,6/11/2012 0:00:00,0.0,703253.72,2845.97,IA,7080206.0,Lower Cedar,4.56838127734,546494170
1,106,1969,06600030,lfsi4,43.186,-95.7251,Little Floyd River near Sanborn (06600030),Little Floyd River,Sanborn,t,{0E741BD6-D424-4C09-B0FD-E17D9C27E19D}, , , , ,10/6/2016 0:00:00,0.0,586327.51,2372.79,IA,10230002.0,Floyd,3.75376918356,6600030
1,107,1966,05483349,clli4,42.0417,-94.8789,Middle Raccoon River Tributary at Carroll (05483349),Middle Raccoon River Tributary,Carroll,t,{FFBAED06-1CB1-450D-AB03-D3562BAB3878}, , , , ,6/11/2012 0:00:00,0.0,727597.2199999999,2944.48,IA,7100007.0,South Raccoon,3.92060414651,5483349
1,108,554,05471200,mgoi4,41.805266,-93.309374,Indian Creek near Mingo (05471200),Indian Creek,Mingo,t,{A3289F99-CD86-4AF6-A77E-5442630D5AFD}, , , , ,6/11/2012 0:00:00,0.0,1179865.93,4774.75,IA,7080105.0,South Skunk,6.74624294085,5471200
1,109,526,05418400,flni4,42.164405,-90.728246,North Fork Maquoketa River near Fulton (05418400),North Fork Maquoketa River,Fulton,t,{54F3C0AD-2A15-441C-BD3B-1373FB7DBC85}, , , , ,6/11/2012 0:00:00,0.0,1196986.08,4844.04,IA,7060006.0,Maquoketa,5.43151936743,5418400
0,110,701,MRPN1,mrpn1,42.575,-96.683333,Missouri River near Ponca (MRPN1),Missouri,Ponca,t,,,,,,,,,,,,,,6466500
1,111,579,06903900,rabi4,40.821872,-92.891254,Chariton River near Rathbun (06903900),Chariton River,Rathbun,t,{826447E1-861E-4BC6-8E06-83FDC93BE10C}, , , , ,6/11/2012 0:00:00,0.0,865429.26,3502.27,"IA,MO",10280201.0,Upper Chariton,4.2714772928,6903900
1,112,614,05465500,wapi4,41.178086,-91.182094,Iowa River at Wapello (WAPI4-05465500),Iowa River,Wapello,t,{81FC7671-7479-4492-AE19-BF9BA3BFFE14}, , , , ,6/11/2012 0:00:00,0.0,1078893.67,4366.13,IA,7080209.0,Lower Iowa,5.82214410209,5465500
1,113,1682,05414400,rkdi4,42.560556,-90.859722,Middle Fk Little Maquoketa R near Rickardsville (05414400),Middle Fk Little Maquoketa River,Rickardsville,t,{3E0D1C61-5500-46F4-BF99-F12BE1D4CF1B}, , , , ,11/18/2016 0:00:00,0.0,716484.51,2899.51,"IA,WI",7060003.0,Grant-Little Maquoketa,3.42275606321,5414400
1,114,1964,05481510,pmdi4,42.1664,-94.02,Bluff Creek at Pilot Mound (05481510),Bluff Creek,Pilot Mound,t,{691DCFE7-DFF0-48AA-9159-7CD3F9B2C5C2}, , , , ,6/11/2012 0:00:00,0.0,1104287.57,4468.9,IA,7100004.0,Middle Des Moines,7.05359467269,5481510
1,115,684,05489200,edyi4,41.15611,-92.638803,Des Moines River near Eddyville (05489200-EDYI4),Des Moines River,Eddyville,t,{BD63BFB7-471A-41B1-8B65-1FCFFD956A3C}, , , , ,6/11/2012 0:00:00,0.0,1370685.19,5546.97,"IA,MO",7100009.0,Lower Des Moines,5.89631193612,5489200
1,116,574,05488200,keci4,41.300553,-93.045481,English Creek near Knoxville (05488200),English Creek,Knoxville,t,{BD63BFB7-471A-41B1-8B65-1FCFFD956A3C}, , , , ,6/11/2012 0:00:00,0.0,1370685.19,5546.97,"IA,MO",7100009.0,Lower Des Moines,5.89631193612,5488200
1,117,627,05479000,daki4,42.723582,-94.193489,East Fork Des Moines River at Dakota City (DAKI4-05479000),East Fork Des Moines River,Dakota City,t,{63F1F400-191B-46E4-A94D-466816F8926C}, , , , ,12/22/2016 0:00:00,0.0,836600.37,3385.6,"IA,MN",7100003.0,East Fork Des Moines,6.33050079526,5479000
1,118,597,05453100,mroi4,41.812726,-92.064792,Iowa River at Marengo (MROI4-05453100),Iowa River,Marengo,t,{D0140C1A-627A-43BA-BA40-75FC583D2728}, , , , ,6/11/2012 0:00:00,0.0,1060665.78,4292.37,IA,7080208.0,Middle Iowa,5.65546570065,5453100
1,119,688,GGYM7,ggym7,40.279269,-91.495936,Mississippi River at Gregory Landing (GGYM7),Mississippi,Gregory Landing,t,{F7FA14AA-527A-4B7D-BFCB-A1AE27E18CB3}, , , , ,6/11/2012 0:00:00,0.0,1104807.11,4471.0,"IA,IL,MO",7110001.0,Bear-Wyaconda,5.38558918424,5495000
1,120,1626,05460000,clki4,43.134682,-93.383817,Clear Lake at Clear Lake (05460000-CLKI4),Clear Lake,Clear Lake,t,{7E36A47E-08C4-4336-831F-7153E955FBD0}, , , , ,6/11/2012 0:00:00,0.0,440576.64,1782.95,"IA,MN",7080203.0,Winnebago,3.63671953886,5460000
1,121,708,06486000,sscn1,42.485833,-96.413611,Missouri River at Sioux City (06486000-SSCN1),Missouri River,Sioux City,t,{5B6423E1-71A2-4772-946C-68C787D9B1CF}, , , , ,6/11/2012 0:00:00,0.0,1029616.15,4166.71,"IA,NE,SD",10230001.0,Blackbird-Soldier,7.31301692529,6486000
1,122,606,05462000,shri4,42.711925,-92.582966,Shell Rock River at Shell Rock (SHRI4-05462000),Shell Rock River,Shell Rock,t,{D911D322-0667-4C87-9505-EC11E48345D3}, , , , ,6/11/2012 0:00:00,0.0,691348.09,2797.79,"IA,MN",7080202.0,Shell Rock,5.47060778398,5462000
1,123,593,05421740,ansi4,42.083339,-91.267382,Wapsipinicon River near Anamosa (ANSI4-05421740),Wapsipinicon River,Anamosa,t,{2CA76B6F-4299-487E-B45B-1C2EA9361D20}, , , , ,6/11/2012 0:00:00,0.0,628099.07,2541.83,IA,7080103.0,Lower Wapsipinicon,3.77823775055,5421740
1,124,592,05421000,idpi4,42.463598,-91.895172,Wapsipinicon River at Independence (IDPI4-05421000),Wapsipinicon River,Independence,t,{D3C57FE4-D26B-46B6-B387-EAB1A96A2CF0}, , , , ,6/11/2012 0:00:00,0.0,1003377.82,4060.53,"IA,MN",7080102.0,Upper Wapsipinicon,5.6383031509,5421000
1,125,535,05451700,mtwi4,42.008878,-92.852421,Timber Creek near Marshalltown (05451700),Timber Creek,Marshalltown,t,{D0140C1A-627A-43BA-BA40-75FC583D2728}, , , , ,6/11/2012 0:00:00,0.0,1060665.78,4292.37,IA,7080208.0,Middle Iowa,5.65546570065,5451700
1,126,618,05471000,aesi4,42.006653,-93.595495,South Skunk River below Ioway Creek near Ames (AESI4-05471000),South Skunk River blw Squaw Cr,Ames,t,{A3289F99-CD86-4AF6-A77E-5442630D5AFD}, , , , ,6/11/2012 0:00:00,0.0,1179865.93,4774.75,IA,7080105.0,South Skunk,6.74624294085,5471000
1,127,623,05476500,esvi4,43.397459,-94.844153,Des Moines River at Estherville (ESVI4-05476500),Des Moines River,Estherville,t,{160E026C-2368-4E10-BD10-AC1A55DD6A5A}, , , , ,6/11/2012 0:00:00,0.0,688598.17,2786.66,"IA,MN",7100002.0,Upper Des Moines,4.37939475155,5476500
1,128,575,06602400,trni4,41.964432,-95.991955,Monona-Harrison Ditch near Turin (06602400),Monona-Harrison Ditch,Turin,t,{0B4CD9CA-0CD3-4B46-9A20-22E101E6B4AC}, , , , ,6/11/2012 0:00:00,0.0,618384.11,2502.51,IA,10230004.0,Monona-Harrison Ditch,3.72696891955,6602400
1,129,556,05473400,okmi4,40.925305,-91.67422,Cedar Creek near Oakland Mills (05473400),Cedar Creek,Oakland Mills,t,{D6567D53-25C9-4F9D-9848-7A6CD56F39B3}, , , , ,6/11/2012 0:00:00,0.0,1045531.64,4231.12,IA,7080107.0,Skunk,5.03870994718,5473400
1,130,1986,05490600,SFLM7,40.4625,-91.566944,Des Moines River at St. Francisville (SFLM7-05490600),Des Moines River,St. Francisville,t,{BD63BFB7-471A-41B1-8B65-1FCFFD956A3C}, , , , ,6/11/2012 0:00:00,0.0,1370685.19,5546.97,"IA,MO",7100009.0,Lower Des Moines,5.89631193612,5490600
1,131,712,TOLI4,toli4,42.0,-92.58611,Deer Creek near Toledo (TOLI4),Deer Creek,Toledo,t,{D0140C1A-627A-43BA-BA40-75FC583D2728}, , , , ,6/11/2012 0:00:00,0.0,1060665.78,4292.37,IA,7080208.0,Middle Iowa,5.65546570065,5452200
1,132,661,06608500,psgi4,41.830544,-95.931399,Soldier River at Pisgah (PSGI4-06608500),Soldier River,Pisgah,t,{5B6423E1-71A2-4772-946C-68C787D9B1CF}, , , , ,6/11/2012 0:00:00,0.0,1029616.15,4166.71,"IA,NE,SD",10230001.0,Blackbird-Soldier,7.31301692529,6608500
1,133,625,05476750,hbti4,42.719416,-94.220518,Des Moines River at Humboldt (HBTI4-05476750),Des Moines River,Humboldt,t,{160E026C-2368-4E10-BD10-AC1A55DD6A5A}, , , , ,6/11/2012 0:00:00,0.0,688598.17,2786.66,"IA,MN",7100002.0,Upper Des Moines,4.37939475155,5476750
1,134,549,05458000,ioni4,43.03328,-92.503544,Little Cedar River near Ionia (05458000),Little Cedar River,Ionia,t,{6AE5D8A8-3316-49A6-B484-84B00A70076D}, , , , ,6/11/2012 0:00:00,0.0,1078114.47,4362.98,"IA,MN",7080201.0,Upper Cedar,5.43039032996,5458000
1,135,651,06599950,pchi4,42.619722,-96.372222,Perry Creek near Hinton (PCHI4-06599950),Perry Creek,Hinton,t,{5B6423E1-71A2-4772-946C-68C787D9B1CF}, , , , ,6/11/2012 0:00:00,0.0,1029616.15,4166.71,"IA,NE,SD",10230001.0,Blackbird-Soldier,7.31301692529,6599950
0,136,1943,06478513,ynns2,42.99583,-97.369781,James River near Yankton (06478513),James River,Yankton,t,,,,,,,,,,,,,,6478513
1,137,1641,CHKI4,chki4,42.744722,-95.549444,Little Sioux River at Cherokee (CHKI4),Little Sioux River,Cherokee,t,{AC6CFCCF-A163-42EF-A69B-B849D9CA226B}, , , , ,12/1/2016 0:00:00,0.0,1812413.43,7334.58,"IA,MN",10230003.0,Little Sioux,8.94025563372,6606600
1,138,620,05471500,ooai4,41.355699,-92.657359,South Skunk River near Oskaloosa (OOAI4-05471500),South Skunk River,Oskaloosa,t,{A3289F99-CD86-4AF6-A77E-5442630D5AFD}, , , , ,6/11/2012 0:00:00,0.0,1179865.93,4774.75,IA,7080105.0,South Skunk,6.74624294085,5471500
1,139,674,06485500,akri4,42.836944,-96.562778,Big Sioux River at Akron (06485500-AKRI4),Big Sioux River,Akron,t,{79EA5FED-F1D1-42CD-AF83-6BAC73F4555C}, , , , ,6/11/2012 0:00:00,0.0,2188003.06,8854.54,"IA,MN,NE,SD",10170203.0,Lower Big Sioux,8.63624008646,6485500
1,140,1963,05480930,cwfi4,42.7319,-93.7074,White Fox Creek at Clarion (05480930),White Fox Creek,Clarion,t,{F9346510-2B8F-40F7-810D-6F1E7A48ADB6}, , , , ,6/11/2012 0:00:00,0.0,581403.23,2352.86,IA,7100005.0,Boone,3.29791974075,5480930
1,141,547,05457000,asnm5,43.637222,-92.974444,"Cedar River near Austin, MN (05457000)",Cedar River,"Austin, MN",t,{6AE5D8A8-3316-49A6-B484-84B00A70076D}, , , , ,6/11/2012 0:00:00,0.0,1078114.47,4362.98,"IA,MN",7080201.0,Upper Cedar,5.43039032996,5457000
1,142,11846,mlsi4,mlsi4,43.459518,-95.230817,Little Sioux at 130th ST (LTLSIOUX05-MLSI4),Little Sioux,Montgomery,t,{AC6CFCCF-A163-42EF-A69B-B849D9CA226B}, , , , ,12/1/2016 0:00:00,0.0,1812413.43,7334.58,"IA,MN",10230003.0,Little Sioux,8.94025563372,6605850
1,143,645,05489500,otmi4,41.010848,-92.411296,Des Moines River at Ottumwa (OTMI4-05489500),Des Moines River,Ottumwa,t,{BD63BFB7-471A-41B1-8B65-1FCFFD956A3C}, , , , ,6/11/2012 0:00:00,0.0,1370685.19,5546.97,"IA,MO",7100009.0,Lower Des Moines,5.89631193612,5489500
1,144,534,05451210,npvi4,42.314984,-93.152425,South Fork Iowa River NE at New Providence (05451210),South Fork Iowa River,New Providence,t,{ECE669E9-D814-4A42-9574-B61B0BEEF0E1}, , , , ,6/11/2012 0:00:00,0.0,931827.1,3770.97,IA,7080207.0,Upper Iowa,5.68815199018,5451210
1,145,697,LNSI4,lnsi4,43.360278,-91.213333,Mississippi River at Lansing (LNSI4),Mississippi,Lansing,t,{66B6FBB4-281D-44B8-AEEC-70EBBC503DA2}, , , , ,2/1/2017 0:00:00,0.0,911495.16,3688.69,"IA,MN,WI",7060001.0,Coon-Yellow,4.44162244149,5389500
1,146,1960,05464730,cbii4,41.963,-91.5771,Cedar River below Indian Creek at Cedar Rapids (05464730),Cedar River,Cedar Rapids,t,{65F2CD30-B70F-474A-8E7D-FFABDB288751}, , , , ,6/11/2012 0:00:00,0.0,703253.72,2845.97,IA,7080206.0,Lower Cedar,4.56838127734,5464730
1,147,649,06483500,rkvi4,43.214426,-96.294471,Rock River near Rock Valley (RKVI4-06483500),Rock River,Rock Valley,t,{2B797D37-69F7-4E74-8D60-A55ED945FA58}, , , , ,10/6/2016 0:00:00,0.0,1074463.81,4348.2,"IA,MN",10170204.0,Rock,4.71877570429,6483500
1,148,706,06805600,ptmn1,41.015556,-95.868333,Missouri River at Plattsmouth (PTMN1),Missouri,Plattsmouth,t,{851962FC-3665-4EF9-BAE7-6A9DFAA40CAD}, , , , ,10/17/2016 0:00:00,0.0,536310.17,2170.37,"IA,MO,NE",10240001.0,Keg-Weeping Water,5.00405123467,6805600
1,149,636,05484500,vnmi4,41.533878,-93.94995,Raccoon River at Van Meter (VNMI4-05484500),Raccoon River,Van Meter,t,{642334D3-7EFA-4E7E-9500-F5A9E8FBF717}, , , , ,6/11/2012 0:00:00,0.0,1581359.74,6399.54,IA,7100006.0,North Raccoon,7.63352986486,5484500
0,150,1928,06479215,flos2,45.180795,-97.18619,Big Sioux River near Florence (06479215),Big Sioux River,Summit,t,,,,,,,,,,,,,,6479215
0,151,1927,06479449,kmps2,44.917242,-97.187437,Lake Kampeska at Water Plant at Watertown (06479449),Lake Kampeska,Watertown,t,,,,,,,,,,,,,,6479449
1,152,607,05463000,nhri4,42.572759,-92.61797,Beaver Creek at New Hartford (NHRI4-05463000),Beaver Creek,New Hartford,t,{10D6BD99-0D47-4E35-9629-7F5417158BDF}, , , , ,6/11/2012 0:00:00,0.0,1546778.49,6259.6,IA,7080205.0,Middle Cedar,5.82086975405,5463000
1,153,599,05455500,kali4,41.469739,-91.714613,English River at Kalona (KALI4-05455500),English River,Kalona,t,{81FC7671-7479-4492-AE19-BF9BA3BFFE14}, , , , ,6/11/2012 0:00:00,0.0,1078893.67,4366.13,IA,7080209.0,Lower Iowa,5.82214410209,5455500
1,154,705,PROI4,proi4,41.83528,-94.13167,North Raccoon River near Perry (PROI4),North Raccoon River,Perry,t,{642334D3-7EFA-4E7E-9500-F5A9E8FBF717}, , , , ,6/11/2012 0:00:00,0.0,1581359.74,6399.54,IA,7100006.0,North Raccoon,7.63352986486,5482300
1,155,687,GENW3,genw3,43.569444,-91.229722,Mississippi River at Genoa (GENW3),Mississippi,Genoa,t,{66B6FBB4-281D-44B8-AEEC-70EBBC503DA2}, , , , ,2/1/2017 0:00:00,0.0,911495.16,3688.69,"IA,MN,WI",7060001.0,Coon-Yellow,4.44162244149,5387000
1,156,1959,05460100,mwci4,43.1486,-93.2688,Willow Creek near Mason City (05460100),Willow Creek,Mason City,t,{7E36A47E-08C4-4336-831F-7153E955FBD0}, , , , ,6/11/2012 0:00:00,0.0,440576.64,1782.95,"IA,MN",7080203.0,Winnebago,3.63671953886,5460100
1,157,665,06809210,atci4,41.346101,-95.076936,East Nishnabotna River near Atlantic (ATCI4-06809210),East Nishnabotna River,Atlantic,t,{32B6905C-C90F-485E-92C6-683554366E45}, , , , ,6/11/2012 0:00:00,0.0,735184.8399999999,2975.19,IA,10240003.0,East Nishnabotna,4.90990594587,6809210
1,158,1622,06810070,bron1,40.398889,-95.653333,Missouri River at Brownville (06810070-BRON1),Missouri River,Brownville,t,{C08511E0-1F14-4B65-A422-5E90033B33F4}, , , , ,6/11/2012 0:00:00,0.0,1088578.78,4405.33,"IA,KS,MO,NE",10240005.0,Tarkio-Wolf,6.4128368427,6810070
1,159,616,05470000,amei4,42.066513,-93.620134,South Skunk River near Ames (AMEI4-05470000),South Skunk River,Ames,t,{A3289F99-CD86-4AF6-A77E-5442630D5AFD}, , , , ,6/11/2012 0:00:00,0.0,1179865.93,4774.75,IA,7080105.0,South Skunk,6.74624294085,5470000
1,160,533,05448400,btdi4,43.1025,-93.784444,West Main Drainage Ditch 1 & 2 near Britt (05448400),West Main Drainage Ditch 1 & 2,Britt,t,{ECE669E9-D814-4A42-9574-B61B0BEEF0E1}, , , , ,6/11/2012 0:00:00,0.0,931827.1,3770.97,IA,7080207.0,Upper Iowa,5.68815199018,5448400
1,161,609,05464000,aloi4,42.495542,-92.334352,Cedar River at Waterloo (ALOI4-05464000),Cedar River,Waterloo,t,{10D6BD99-0D47-4E35-9629-7F5417158BDF}, , , , ,6/11/2012 0:00:00,0.0,1546778.49,6259.6,IA,7080205.0,Middle Cedar,5.82086975405,5464000
1,162,1636,LMRI4,lmri4,42.800278,-96.173889,Floyd River at Le Mars (LMRI4),Floyd River,Le Mars,t,{0E741BD6-D424-4C09-B0FD-E17D9C27E19D}, , , , ,10/6/2016 0:00:00,0.0,586327.51,2372.79,IA,10230002.0,Floyd,3.75376918356,6600500
1,163,1638,CSRI4,csri4,42.071111,-93.673056,Ioway Creek at Ames Cameron School Rd at Ames (CSRI4),Ioway Creek,Ames,t,{A3289F99-CD86-4AF6-A77E-5442630D5AFD}, , , , ,6/11/2012 0:00:00,0.0,1179865.93,4774.75,IA,7080105.0,South Skunk,6.74624294085,5470000
1,164,1623,06813500,RULN1,40.053611,-95.421944,Missouri River at Rulo (06813500-RULN1),Missouri River,Rulo,t,{C08511E0-1F14-4B65-A422-5E90033B33F4}, , , , ,6/11/2012 0:00:00,0.0,1088578.78,4405.33,"IA,KS,MO,NE",10240005.0,Tarkio-Wolf,6.4128368427,6813500
1,165,11845,lpri4,lpri4,43.419586,-95.269068,West Fork Little Sioux at 160th AVE (WFKLTSIOUX01-LPRI4),West Fork Little Sioux,Lake Park,t,{AC6CFCCF-A163-42EF-A69B-B849D9CA226B}, , , , ,12/1/2016 0:00:00,0.0,1812413.43,7334.58,"IA,MN",10230003.0,Little Sioux,8.94025563372,6607200
1,166,631,05481950,grmi4,41.688322,-93.7355,Beaver Creek near Grimes (GRMI4-05481950),Beaver Creek,Grimes,t,{691DCFE7-DFF0-48AA-9159-7CD3F9B2C5C2}, , , , ,6/11/2012 0:00:00,0.0,1104287.57,4468.9,IA,7100004.0,Middle Des Moines,7.05359467269,5481950
1,167,570,05485640,dfmi4,41.613878,-93.545493,Fourmile Creek at Des Moines (05485640),Fourmile Creek,Des Moines,t,{6BC7C38A-1876-4BD3-89C0-5898FB18BBA1}, , , , ,6/11/2012 0:00:00,0.0,1563257.96,6326.29,IA,7100008.0,Lake Red Rock,6.18966542928,5485640
1,168,690,GTTI4,gtti4,42.785556,-91.095556,Mississippi River at Guttenberg (GTTI4),Mississippi,Guttenberg,t,{3E0D1C61-5500-46F4-BF99-F12BE1D4CF1B}, , , , ,11/18/2016 0:00:00,0.0,716484.51,2899.51,"IA,WI",7060003.0,Grant-Little Maquoketa,3.42275606321,5412500
1,169,1990,06903990,CENI4,40.750556,-92.86,Cooper Creek at Centerville (06903990),Cooper Creek,Centerville,t,{826447E1-861E-4BC6-8E06-83FDC93BE10C}, , , , ,6/11/2012 0:00:00,0.0,865429.26,3502.27,"IA,MO",10280201.0,Upper Chariton,4.2714772928,6903990
1,170,580,05452500,bpli4,41.85556,-92.23889,Iowa River near Belle Plaine (05452500-BPLI4),Iowa River,Belle Plaine,t,{D0140C1A-627A-43BA-BA40-75FC583D2728}, , , , ,6/11/2012 0:00:00,0.0,1060665.78,4292.37,IA,7080208.0,Middle Iowa,5.65546570065,5452500
1,171,538,05452200,hrti4,41.834997,-92.386297,Walnut Creek near Hartwick (05452200),Walnut Creek,Hartwick,t,{D0140C1A-627A-43BA-BA40-75FC583D2728}, , , , ,6/11/2012 0:00:00,0.0,1060665.78,4292.37,IA,7080208.0,Middle Iowa,5.65546570065,5452200
1,172,1956,05451955,clti4,42.0794,-92.3002,Stein Creek near Clutier (05451955),Stein Creek,Clutier ,t,{D0140C1A-627A-43BA-BA40-75FC583D2728}, , , , ,6/11/2012 0:00:00,0.0,1060665.78,4292.37,IA,7080208.0,Middle Iowa,5.65546570065,5451955
