Join_Count,TARGET_FID,id,foreign_id,lat,lng,description,river,town,active,TNMID,METASOURCE,SOURCEDATA,SOURCEORIG,SOURCEFEAT,LOADDATE,GNIS_ID,AREAACRES,AREASQKM,STATES,HUC8,NAME,Shape_Leng
1,68,1968,06483495,43.245300000000000,-96.177499999999995,Burr Oak Creek near Perkins (06483495),Burr Oak Creek,Perkins,t,{2B797D37-69F7-4E74-8D60-A55ED945FA58}, , , , ,10/6/2016 0:00:00,0,1074463.810000000055879,4348.199999999999818,"IA,MN",10170204,Rock,4.718775704290000
0,69,713,YANS2,42.866110999999997,-97.393611000000007,Missouri River at Yankton (YANS2),Missouri,Yankton,t,,,,,,,,,,,,,
1,70,2326,06817300,40.727471999999999,-94.980249999999998,East Nodaway River at Highway 2 near Clarinda (06817300),East Nodaway River,Clarinda,t,{8DA1A254-3909-4A8F-8659-399066C5B692}, , , , ,6/11/2012 0:00:00,0,639551.500000000000000,2588.179999999999836,"IA,MO",10240010,Nodaway,4.966330428910000
1,71,1938,06482610,43.616363000000000,-96.565323000000006,Big Sioux River near Hawarden (06483950),Split Rock Creek,Brandon,t,{79EA5FED-F1D1-42CD-AF83-6BAC73F4555C}, , , , ,6/11/2012 0:00:00,0,2188003.060000000055879,8854.540000000000873,"IA,MN,NE,SD",10170203,Lower Big Sioux,8.636240086460001
1,72,541,05454000,41.700017000000003,-91.487667999999999,Rapid Creek near Iowa City (05454000),Rapid Creek,Iowa City,t,{81FC7671-7479-4492-AE19-BF9BA3BFFE14}, , , , ,6/11/2012 0:00:00,0,1078893.669999999925494,4366.130000000000109,IA,07080209,Lower Iowa,5.822144102090000
1,73,629,05481000,42.432474999999997,-93.805775999999994,Boone River near Webster City (WBCI4-05481000),Boone River,Webster City,t,{F9346510-2B8F-40F7-810D-6F1E7A48ADB6}, , , , ,6/11/2012 0:00:00,0,581403.229999999981374,2352.860000000000127,IA,07100005,Boone,3.297919740750000
1,74,659,06607200,42.156934000000000,-95.810006999999999,Maple River at Mapleton (MAPI4-06607200),Maple River,Mapleton,t,{3F5B0268-6823-46BE-B1FB-4C1673918B27}, , , , ,6/11/2012 0:00:00,0,473551.450000000011642,1916.400000000000091,IA,10230005,Maple,3.641361557400000
1,75,1642,ESKI4,42.166111000000001,-93.577777999999995,South Skunk River at Ames (ESKI4),South Skunk River,Ames,t,{A3289F99-CD86-4AF6-A77E-5442630D5AFD}, , , , ,6/11/2012 0:00:00,0,1179865.929999999934807,4774.750000000000000,IA,07080105,South Skunk,6.746242940850000
1,76,605,05459500,43.164962000000003,-93.192702999999995,Winnebago River at Mason City (MCWI4-05459500),Winnebago River,Mason City,t,{7E36A47E-08C4-4336-831F-7153E955FBD0}, , , , ,6/11/2012 0:00:00,0,440576.640000000013970,1782.950000000000045,"IA,MN",07080203,Winnebago,3.636719538860000
1,77,591,05418500,42.083353000000002,-90.632912000000005,Maquoketa River near Maquoketa (MAQI4-05418500),Maquoketa River,Maquoketa,t,{54F3C0AD-2A15-441C-BD3B-1373FB7DBC85}, , , , ,6/11/2012 0:00:00,0,1196986.080000000074506,4844.039999999999964,IA,07060006,Maquoketa,5.431519367430000
